Outlet_ID,legacy_education_1km,legacy_education_3km,decay_education,legacy_health_1km,legacy_health_3km,decay_health,legacy_transport_1km,legacy_transport_3km,decay_transport,legacy_market_1km,legacy_market_3km,decay_market,legacy_tourism_1km,legacy_tourism_3km,decay_tourism,legacy_food_1km,legacy_food_3km,decay_food,legacy_worship_1km,legacy_worship_3km,decay_worship,competitors_1km,decay_total
OUT_05441,1,9,1.1205,0,2,0.012,1,12,0.1752,0,3,0.0427,0,1,0.006,0,5,0.0062,1,19,1.6637,18,3.0262
OUT_05442,1,9,0.7448,0,2,0.0576,0,4,0.0405,0,2,0.0415,0,3,0.0673,0,5,0.0202,2,15,1.5747,10,2.5466
OUT_05443,0,7,0.3409,0,1,0.004,2,10,0.3446,0,3,0.0723,0,0,0.0031,3,7,0.5602,5,29,3.7272,22,5.0523
OUT_05444,1,7,0.6764,1,3,0.6345,0,5,0.0301,0,3,0.0814,1,2,0.2162,1,4,0.4482,0,20,1.2797,15,3.3666
OUT_05445,2,13,1.4381,0,1,0.013,0,9,0.0177,0,2,0.0591,1,1,0.538,2,8,0.3544,0,25,1.7635,17,4.1838
OUT_05446,3,9,1.4557,0,2,0.1511,3,12,0.2878,0,2,0.0725,0,2,0.0259,0,11,0.1038,2,38,2.6675,15,4.7642
OUT_05447,1,12,1.1982,0,5,0.0989,1,12,0.115,0,5,0.1201,0,0,0.0001,0,4,0.0082,3,21,1.9268,17,3.4673
OUT_05448,0,15,0.8937,0,2,0.1164,1,6,0.1301,0,3,0.0465,0,0,0.0009,1,9,0.1387,3,30,2.4233,12,3.7495
OUT_05449,1,18,1.4929,0,2,0.0635,1,9,0.4762,0,2,0.0557,0,0,0.0028,0,6,0.0033,2,20,1.6991,17,3.7936
OUT_05450,0,9,0.4394,0,6,0.0721,0,6,0.0195,1,3,0.6185,1,2,0.1442,2,11,0.4248,1,16,1.116,17,2.8345
OUT_05451,0,8,0.8093,2,4,0.4154,0,5,0.0146,0,1,0.0146,1,1,0.3431,0,4,0.014,0,12,0.4906,10,2.1016
OUT_05452,2,8,1.1895,1,1,0.5481,0,4,0.0225,0,2,0.148,0,1,0.0242,0,9,0.0924,3,18,2.2178,19,4.2425
OUT_05453,1,17,1.3703,0,2,0.0087,3,7,0.2534,0,4,0.0224,0,0,0.0005,0,7,0.0622,2,18,1.986,13,3.7036
OUT_05454,1,16,1.1053,0,2,0.0343,0,9,0.0167,0,1,0.0935,0,0,0.0009,0,6,0.1253,3,24,2.5409,15,3.917
OUT_05455,1,10,0.8642,1,7,0.2895,1,9,0.1353,0,1,0.0102,0,0,0.0003,1,8,0.133,1,22,1.6788,17,3.1113
OUT_05456,3,12,2.1051,0,2,0.0246,2,12,0.5393,0,2,0.0332,0,1,0.0086,0,5,0.0261,4,25,2.357,20,5.0939
OUT_05457,1,14,1.3117,0,2,0.0278,1,12,0.2622,1,4,0.5419,0,2,0.0388,0,6,0.035,7,25,5.0651,9,7.2824
OUT_05458,1,5,0.3875,0,5,0.1484,2,7,0.2938,0,1,0.0034,0,3,0.0779,0,3,0.0249,2,20,1.982,12,2.918
OUT_05459,0,7,0.6108,0,3,0.1862,0,12,0.0624,0,3,0.0321,0,0,0.0003,0,6,0.0295,6,28,4.1432,19,5.0644
OUT_05460,1,17,1.6454,0,1,0.0314,1,11,0.0738,0,1,0.0082,0,1,0.0051,1,8,0.1063,2,21,1.5983,18,3.4685
OUT_05461,0,9,0.3651,0,2,0.0078,0,9,0.1021,1,3,0.3219,0,2,0.0212,0,4,0.0074,1,21,1.3026,15,2.1282
OUT_05462,1,16,1.6993,0,4,0.0412,0,4,0.0194,1,1,0.5833,0,0,0.0007,0,6,0.0299,1,19,1.4281,10,3.802
OUT_05463,3,16,1.7853,0,2,0.0115,2,13,0.1967,0,1,0.0059,0,0,0.0021,2,5,0.4623,3,17,1.9746,12,4.4385
OUT_05464,6,11,3.0103,0,0,0.0079,0,7,0.0641,0,7,0.0473,0,1,0.0093,2,5,0.4714,2,27,2.1607,14,5.771
OUT_05465,0,7,0.3203,0,2,0.0625,0,12,0.0313,0,2,0.0437,0,0,0.0,0,5,0.0302,1,14,1.0498,22,1.5377
OUT_05466,1,13,1.2611,0,2,0.0201,1,10,0.2994,0,2,0.0085,0,0,0.0014,1,3,0.1925,8,35,4.8997,14,6.6827
OUT_05467,1,12,0.9047,0,0,0.001,3,8,0.7054,1,5,0.2497,0,0,0.0025,2,10,0.6316,1,23,1.2645,10,3.7594
OUT_05468,1,7,0.692,0,4,0.1481,0,14,0.0313,0,4,0.0501,0,0,0.0005,1,4,0.0733,8,23,4.2864,19,5.2815
OUT_05469,5,19,2.8884,0,2,0.0309,0,6,0.0217,1,1,0.6258,0,2,0.0559,0,7,0.0228,3,18,2.0021,14,5.6477
OUT_05470,1,12,1.1641,0,2,0.0256,0,13,0.0664,0,1,0.0089,0,0,0.0011,1,10,0.2954,1,22,1.291,10,2.8524
OUT_05471,3,9,1.3396,0,1,0.1123,0,5,0.0084,0,0,0.0044,0,0,0.0006,1,5,0.0791,1,18,1.4579,11,3.0024
OUT_05472,3,14,1.9205,0,3,0.0359,0,10,0.0939,0,2,0.1256,0,1,0.0623,2,7,0.6441,4,24,2.589,18,5.4713
OUT_05473,1,14,1.1956,1,2,0.6352,1,10,0.2637,0,1,0.0211,0,1,0.034,0,5,0.0235,1,24,1.2863,14,3.4593
OUT_05474,1,12,0.9724,2,5,0.6432,1,6,0.0613,1,7,0.487,1,2,0.1886,0,5,0.0137,2,29,2.7223,15,5.0886
OUT_05475,4,17,2.4211,1,2,0.25,0,6,0.0177,0,2,0.0464,0,1,0.0551,1,7,0.0629,3,26,2.2488,11,5.102
OUT_05476,0,14,0.6314,1,11,0.3962,0,7,0.008,0,2,0.0595,0,0,0.0004,0,3,0.0023,2,20,1.6665,15,2.7644
OUT_05477,0,8,0.5619,0,4,0.0904,2,9,0.2369,1,3,0.2736,0,0,0.0001,1,4,0.8216,0,11,0.7024,17,2.6869
OUT_05478,3,13,1.7013,0,2,0.0558,0,10,0.0139,0,1,0.0339,0,0,0.0023,1,6,0.1789,2,20,1.8547,14,3.8407
OUT_05479,2,9,1.1133,0,4,0.1509,1,6,0.2332,0,1,0.0234,0,1,0.0196,0,6,0.0099,0,20,1.5531,12,3.1035
OUT_05480,1,6,0.8666,3,7,0.5736,1,9,0.4544,1,6,0.2968,0,1,0.008,1,4,0.4124,6,24,3.7938,14,6.4057
OUT_05481,2,12,1.2572,1,2,0.2248,2,8,0.3952,0,4,0.1163,0,0,0.0002,1,5,0.096,2,11,1.5552,17,3.6448
OUT_05482,0,8,0.6648,1,4,0.4947,0,5,0.0432,0,3,0.0623,0,2,0.1495,1,4,0.2757,1,19,1.2729,15,2.963
OUT_05483,1,7,0.865,0,1,0.0193,2,5,0.2433,0,1,0.0162,0,0,0.0001,0,2,0.0221,2,21,1.8378,10,3.0038
OUT_05484,0,11,0.5778,0,6,0.2592,0,7,0.0397,0,7,0.1974,0,1,0.0405,0,2,0.0043,5,23,2.3977,20,3.5165
OUT_05485,0,10,0.5305,0,0,0.0006,3,9,0.531,1,3,0.1783,0,1,0.0074,1,2,0.6166,1,20,1.8931,17,3.7576
OUT_05486,0,9,0.4738,0,0,0.0007,2,10,0.3019,0,3,0.0243,0,2,0.0206,0,4,0.0096,3,21,1.7547,14,2.5856
OUT_05487,1,18,1.4217,0,1,0.0058,0,12,0.1412,1,2,0.1506,0,1,0.0443,0,9,0.0364,4,24,2.9703,19,4.7702
OUT_05488,2,20,1.6732,0,2,0.0153,1,8,0.1024,0,2,0.0276,0,0,0.0011,0,7,0.0249,3,27,2.7633,15,4.6076
OUT_05489,2,11,1.1403,0,2,0.0372,2,8,0.8233,0,2,0.1028,0,2,0.0822,0,5,0.0146,2,21,3.1067,11,5.307
OUT_05490,0,8,0.7655,1,1,0.2031,1,6,0.1287,1,3,0.2505,0,1,0.0319,0,8,0.0469,5,19,3.5575,20,4.9841
OUT_05491,1,7,0.6795,1,3,0.2473,0,12,0.0624,0,4,0.0316,0,0,0.0003,0,7,0.0226,8,30,4.0958,20,5.1394
OUT_05492,2,13,1.6055,0,2,0.0978,1,8,0.0865,0,2,0.0088,0,1,0.004,1,5,0.3267,3,24,2.063,16,4.1922
OUT_05493,0,4,0.2828,1,6,0.3092,2,8,0.2818,1,4,0.3998,1,3,0.2487,1,5,0.1316,3,26,3.1213,16,4.7752
OUT_05494,1,13,1.048,0,3,0.0328,1,10,0.1298,0,2,0.0191,0,2,0.0565,1,8,0.6473,5,28,4.2156,18,6.149
OUT_05495,1,12,1.0714,0,4,0.1033,0,7,0.0528,1,3,0.5567,0,1,0.053,1,7,0.6692,4,18,2.2867,7,4.793
OUT_05496,1,9,1.0102,0,1,0.0099,0,5,0.0388,0,3,0.0998,0,2,0.0352,2,6,0.6085,4,17,2.0738,18,3.8762
OUT_05497,1,7,1.0627,2,9,0.7256,0,11,0.0495,0,2,0.0332,0,1,0.0053,0,4,0.0169,3,20,2.559,17,4.4523
OUT_05498,2,7,1.1981,0,0,0.0037,0,10,0.0796,0,3,0.0145,0,3,0.1126,0,3,0.0533,5,21,2.9368,14,4.3986
OUT_05499,0,14,1.1668,1,2,0.2212,0,8,0.0043,0,4,0.022,0,1,0.0463,1,6,0.1384,4,24,2.2033,13,3.8022
OUT_05500,1,12,1.4499,0,3,0.0651,3,5,1.4001,0,2,0.0638,0,0,0.0006,1,6,0.0879,0,15,0.9831,8,4.0504
OUT_05501,2,17,2.059,0,2,0.0819,0,4,0.0154,1,4,0.4208,0,0,0.0,2,8,0.797,1,20,1.4055,21,4.7797
OUT_05502,1,8,0.8976,0,4,0.0798,2,11,0.1297,1,3,0.1726,0,1,0.0854,3,7,0.6073,1,29,1.9257,20,3.898
OUT_05503,2,12,1.136,0,3,0.034,1,9,0.3,1,4,0.4269,0,1,0.0435,0,2,0.0117,2,18,1.8711,19,3.8233
OUT_05504,0,12,0.9709,0,1,0.0108,1,7,0.1146,0,3,0.1489,0,2,0.017,0,3,0.0277,2,20,2.4179,17,3.7078
OUT_05505,2,19,1.7658,0,4,0.0643,0,8,0.0274,0,5,0.129,0,0,0.0001,0,5,0.0133,2,19,1.7692,13,3.7692
OUT_05506,3,8,2.0507,0,2,0.053,0,5,0.0143,1,1,0.1825,0,0,0.0029,2,6,0.1303,2,23,2.2941,22,4.7278
OUT_05507,1,10,0.6573,0,1,0.1333,2,12,0.192,0,4,0.0595,0,1,0.0607,2,8,0.2908,1,25,1.8491,11,3.2428
OUT_05508,1,12,0.6777,0,8,0.1122,0,5,0.0756,0,2,0.0113,0,0,0.0013,0,2,0.029,0,21,1.1209,16,2.028
OUT_05509,1,12,1.1716,0,2,0.0126,0,4,0.0119,1,3,0.4277,0,0,0.0017,0,6,0.0139,4,22,2.3596,15,3.9988
OUT_05510,1,6,0.4541,2,4,0.6223,1,12,0.804,0,3,0.082,0,1,0.0066,2,5,0.4148,0,15,0.8526,15,3.2364
OUT_05511,2,16,1.4919,0,2,0.0204,2,7,0.1577,0,1,0.0292,0,0,0.0004,1,8,0.1899,2,25,2.4722,14,4.3616
OUT_05512,3,16,1.4981,0,3,0.0444,0,7,0.0579,1,5,0.4536,0,1,0.0048,0,1,0.0008,0,21,1.145,17,3.2045
OUT_05513,1,9,0.9135,1,4,0.2561,1,7,0.1169,0,2,0.0228,0,0,0.0,0,10,0.054,2,23,2.2614,14,3.6247
OUT_05514,1,18,1.0388,0,0,0.0021,3,13,0.5731,0,0,0.003,0,2,0.1188,1,6,0.077,1,19,1.255,15,3.0679
OUT_05515,1,13,0.8045,0,6,0.1112,1,10,0.0683,0,2,0.0693,0,0,0.0005,0,4,0.0193,0,19,1.6494,16,2.7225
OUT_05516,1,7,0.5227,0,3,0.0405,0,12,0.0273,0,3,0.0776,0,0,0.0012,0,4,0.0246,0,25,1.3123,22,2.0063
OUT_05517,2,11,1.3289,0,3,0.0253,0,5,0.0298,0,0,0.0034,0,3,0.0719,1,10,0.2213,2,20,1.7923,8,3.4729
OUT_05518,1,4,0.9108,0,5,0.1965,1,7,0.1764,0,1,0.0138,0,3,0.0556,0,3,0.0201,2,19,1.8429,15,3.2161
OUT_05519,3,11,1.603,0,0,0.0007,2,15,0.7339,0,0,0.0028,1,1,0.2569,1,4,0.1155,3,18,1.962,17,4.675
OUT_05520,1,10,0.8529,0,1,0.0036,2,8,0.2973,1,3,0.4525,0,2,0.0132,0,3,0.0517,4,18,2.84,17,4.5112
OUT_05521,1,19,1.2479,0,1,0.0033,3,15,0.686,0,1,0.0281,0,3,0.0163,1,6,0.1395,1,24,1.8558,22,3.9768
OUT_05522,1,13,1.0657,0,1,0.0114,0,5,0.0126,0,4,0.0843,0,0,0.0001,1,7,0.1102,6,29,4.1016,10,5.3859
OUT_05523,4,15,2.1137,0,2,0.1012,2,5,0.3708,1,4,0.4516,0,0,0.0001,1,6,0.1191,4,23,2.7537,12,5.9103
OUT_05524,4,17,2.0362,0,1,0.0459,0,8,0.0167,0,3,0.045,0,0,0.0,1,8,0.2699,4,19,3.086,22,5.4997
OUT_05525,1,13,1.0061,0,1,0.0186,1,7,0.1455,1,4,0.6257,0,1,0.0075,1,5,0.1411,0,14,0.8597,15,2.8041
OUT_05526,0,9,0.6758,0,2,0.0269,1,6,0.1847,0,1,0.0052,0,0,0.0,1,2,0.0755,3,21,2.3376,12,3.3057
OUT_05527,0,20,1.1196,1,3,0.1959,1,10,0.3744,1,1,0.1666,0,3,0.0228,1,9,0.1291,1,25,2.0449,15,4.0533
OUT_05528,1,15,1.8921,2,2,0.9859,3,8,0.3255,1,1,0.2812,0,0,0.0002,0,2,0.0023,1,18,1.3501,16,4.8373
OUT_05529,0,15,0.6795,1,1,0.1714,3,7,0.6803,0,2,0.0526,0,1,0.0058,1,5,0.2366,1,24,1.5026,17,3.3287
OUT_05530,0,8,0.4866,2,3,1.0132,0,6,0.0386,0,3,0.03,0,0,0.0001,1,6,0.2031,3,24,2.1362,14,3.9079
OUT_05531,0,10,0.671,0,4,0.1788,3,8,0.6106,0,2,0.215,0,1,0.0047,0,10,0.048,2,21,1.5733,18,3.3013
OUT_05532,2,15,1.8933,0,2,0.0271,1,9,0.3026,0,2,0.1323,0,0,0.0002,0,7,0.0379,5,23,3.0494,13,5.4427
OUT_05533,4,11,2.0653,0,5,0.0982,0,5,0.0453,1,3,0.3925,0,1,0.0065,0,3,0.0129,3,24,2.4347,17,5.0554
OUT_05534,2,5,0.8845,0,1,0.009,0,9,0.0384,1,4,0.4556,1,1,0.1616,1,7,0.2163,2,21,1.6256,8,3.3909
OUT_05535,0,15,0.7843,0,0,0.0029,2,6,0.142,0,4,0.0644,0,1,0.0038,1,5,0.1025,0,18,1.224,12,2.3239
OUT_05536,3,12,1.941,2,4,0.445,0,9,0.0352,0,2,0.0178,0,0,0.0008,1,6,0.0672,2,14,1.9706,11,4.4777
OUT_05537,1,7,0.7508,2,6,0.835,0,11,0.0541,0,2,0.0378,0,2,0.0273,0,6,0.0548,3,18,2.4242,12,4.1841
OUT_05538,3,17,1.7423,0,1,0.005,1,6,0.4095,1,3,0.271,0,1,0.0444,0,8,0.0327,1,16,1.5498,14,4.0548
OUT_05539,1,12,1.0646,1,4,0.2037,1,12,0.4521,0,1,0.0293,0,0,0.0006,0,4,0.0543,2,26,2.1611,10,3.9656
OUT_05540,0,10,0.7771,0,6,0.1122,1,7,0.1257,0,1,0.0071,0,0,0.0001,0,7,0.0331,0,20,1.3028,18,2.3581
OUT_05541,0,10,0.5227,1,5,0.3911,1,5,0.056,1,5,0.3258,0,1,0.0741,0,2,0.0022,1,25,2.3974,25,3.7693
OUT_05542,0,9,0.6195,0,5,0.1847,1,9,0.1835,1,5,0.2997,0,2,0.015,1,5,0.1107,3,26,2.3565,14,3.7697
OUT_05543,1,12,0.965,0,2,0.1008,1,8,0.0785,0,2,0.0217,0,1,0.0265,0,4,0.0214,4,31,2.6598,21,3.8738
OUT_05544,2,14,1.5635,0,4,0.1174,1,5,0.1269,0,4,0.0864,0,1,0.0395,0,3,0.0058,2,32,2.3601,14,4.2996
OUT_05545,0,13,0.9107,1,1,0.3794,2,11,0.3222,0,0,0.0015,0,0,0.0007,0,9,0.0327,6,24,3.2491,14,4.8962
OUT_05546,1,5,0.9874,1,6,0.594,0,8,0.0508,0,1,0.0118,0,2,0.1041,0,6,0.0438,3,15,1.6649,8,3.4568
OUT_05547,2,5,0.8312,0,1,0.0358,0,11,0.0153,0,4,0.1097,1,1,0.5587,1,8,0.1694,1,22,1.5649,5,3.2851
OUT_05548,1,10,0.6971,0,3,0.0417,2,11,0.2012,0,2,0.0338,0,1,0.0149,0,12,0.0377,5,26,2.9912,16,4.0176
OUT_05549,2,15,1.4732,0,2,0.0135,3,13,0.7603,0,3,0.0702,0,1,0.0262,1,8,0.1971,3,21,2.9676,15,5.508
OUT_05550,2,10,1.0379,0,0,0.0011,2,8,0.4802,1,4,0.2176,0,1,0.0049,3,10,1.1881,0,22,0.8966,11,3.8265
OUT_05551,0,13,0.5167,1,1,0.2692,1,10,0.1175,0,0,0.0044,0,1,0.0115,1,3,0.0828,6,31,4.6004,20,5.6024
OUT_05552,0,12,0.6979,0,4,0.1045,0,6,0.0432,0,2,0.1196,0,0,0.0,0,7,0.0807,5,22,3.2245,15,4.2704
OUT_05553,2,13,1.4366,0,5,0.1547,0,6,0.0398,0,1,0.0251,0,0,0.0001,0,2,0.0007,2,27,2.3435,16,4.0005
OUT_05554,0,10,0.5449,0,0,0.0021,0,8,0.0551,0,1,0.1038,0,1,0.0984,0,6,0.0176,3,28,3.032,19,3.8539
OUT_05555,1,5,0.902,1,1,0.7142,0,6,0.0286,0,3,0.0276,1,2,0.2311,0,4,0.0162,2,27,1.9985,13,3.9181
OUT_05556,0,5,0.3305,1,3,0.8566,0,7,0.0657,0,1,0.0221,0,4,0.0679,0,4,0.0242,1,21,1.5888,15,2.9558
OUT_05557,2,9,1.5495,0,2,0.0163,1,13,0.2183,1,3,0.37,0,2,0.0461,1,5,0.174,0,20,0.9826,16,3.3569
OUT_05558,0,10,0.6973,0,1,0.0061,0,8,0.0321,1,3,0.2217,0,3,0.2228,0,5,0.0147,5,21,2.6266,22,3.8213
OUT_05559,0,6,0.6179,0,7,0.2118,1,7,0.2772,0,1,0.0078,0,2,0.0733,0,6,0.005,3,18,1.6998,18,2.8929
OUT_05560,1,12,0.6799,0,0,0.0037,3,11,0.808,0,3,0.1102,1,2,0.1648,0,6,0.0031,4,24,2.559,19,4.3287
OUT_05561,2,19,1.566,0,3,0.0801,0,10,0.0714,0,2,0.0354,0,0,0.0001,0,3,0.0237,2,22,1.8583,20,3.635
OUT_05562,1,9,0.6704,0,3,0.0389,2,6,0.1999,0,2,0.1247,0,1,0.0281,0,4,0.0261,3,20,2.0471,21,3.1353
OUT_05563,2,13,1.8498,0,2,0.0422,1,10,0.5594,0,5,0.1009,0,0,0.0001,0,7,0.1334,4,25,3.1168,20,5.8026
OUT_05564,1,10,0.873,1,2,0.1504,2,15,0.2355,0,0,0.0053,0,2,0.0198,0,7,0.0662,3,25,2.5528,10,3.903
OUT_05565,1,8,0.7142,0,1,0.0117,2,7,0.2941,0,4,0.1612,1,1,0.4831,0,8,0.0314,1,24,1.443,13,3.1386
OUT_05566,1,12,0.8147,0,3,0.016,1,5,0.2694,0,3,0.0512,0,0,0.0,1,7,0.172,3,25,3.1759,18,4.4993
OUT_05567,1,13,1.0055,1,3,0.1909,0,15,0.0714,1,1,0.6459,1,1,0.3558,1,5,0.0853,3,23,2.7296,16,5.0845
OUT_05568,0,12,0.9296,0,5,0.1339,2,12,0.3976,1,3,0.4676,0,2,0.0259,1,10,0.4052,5,26,3.4178,15,5.7775
OUT_05569,2,11,1.2175,1,4,0.3809,0,4,0.0099,0,4,0.0413,0,0,0.0001,0,5,0.0612,4,31,3.0678,14,4.7788
OUT_05570,0,7,0.4997,0,1,0.022,0,5,0.056,0,1,0.0096,0,1,0.015,0,5,0.0116,3,31,3.235,15,3.8489
OUT_05571,1,6,0.491,0,1,0.0108,2,9,0.1785,0,3,0.1485,0,0,0.0017,2,7,0.323,5,27,3.5509,22,4.7046
OUT_05572,2,12,1.3413,0,4,0.0411,0,8,0.0104,0,2,0.0182,0,0,0.0001,1,6,0.1037,3,26,2.7962,15,4.311
OUT_05573,0,10,1.1765,1,5,0.3188,1,5,0.4353,0,1,0.0084,0,1,0.1314,1,3,0.0665,4,28,3.806,17,5.943
OUT_05574,1,9,0.762,0,4,0.1397,2,7,0.3517,0,3,0.0825,0,2,0.0399,1,6,0.0648,5,31,3.3854,10,4.8259
OUT_05575,2,11,1.2891,0,4,0.0678,0,8,0.0137,0,0,0.002,0,0,0.0013,1,7,0.1177,4,24,2.6072,21,4.0988
OUT_05576,0,10,0.5926,1,6,0.2562,0,6,0.0445,0,3,0.1054,0,1,0.0247,1,7,0.1412,4,26,2.6109,13,3.7756
OUT_05577,0,7,0.4426,0,3,0.0883,0,8,0.0505,0,2,0.0298,0,2,0.0738,0,6,0.0657,3,30,3.0128,17,3.7635
OUT_05578,0,14,0.9888,0,2,0.0129,0,6,0.0316,2,3,0.3835,1,1,0.5902,0,4,0.0042,1,15,1.3763,16,3.3875
OUT_05579,1,10,1.0102,0,2,0.0341,4,12,0.906,0,2,0.0436,0,2,0.047,0,2,0.0229,1,20,1.6091,22,3.6729
OUT_05580,0,8,0.666,0,0,0.0029,0,7,0.0651,0,2,0.0374,1,1,0.2617,0,8,0.0291,3,27,3.2268,22,4.289
OUT_05581,0,8,0.2626,0,1,0.0168,0,5,0.0218,0,4,0.031,0,0,0.0002,1,3,0.2542,5,28,2.9288,13,3.5155
OUT_05582,1,7,1.0841,0,2,0.0388,0,7,0.0291,0,2,0.034,0,0,0.0015,4,10,1.1073,3,24,2.5577,18,4.8525
OUT_05583,1,14,0.8144,1,4,0.4234,1,9,0.501,2,5,0.5838,0,0,0.0007,0,7,0.106,0,26,1.7045,10,4.1337
OUT_05584,0,11,0.5913,0,5,0.1802,1,7,0.1306,0,2,0.0241,0,1,0.044,1,9,0.2587,3,31,2.7389,17,3.9678
OUT_05585,1,14,0.9775,0,2,0.0621,2,9,0.3181,0,2,0.0229,0,1,0.0079,1,3,0.1115,6,16,2.9953,22,4.4954
OUT_05586,0,8,0.4459,0,4,0.0445,0,5,0.0692,0,2,0.129,0,2,0.0329,0,8,0.0493,1,10,0.7278,12,1.4986
OUT_05587,5,23,2.649,0,1,0.0887,1,14,0.1296,0,3,0.0582,0,0,0.0,0,4,0.0151,2,20,2.0954,14,5.036
OUT_05588,1,11,0.7674,0,3,0.0234,1,11,0.547,0,0,0.0037,0,0,0.0001,1,10,0.0952,2,21,1.9655,21,3.4022
OUT_05589,0,8,0.6598,0,3,0.0117,0,14,0.0266,1,3,0.3441,0,2,0.0703,1,4,0.1044,2,27,2.8765,16,4.0934
OUT_05590,2,11,1.1581,1,3,0.1822,4,10,0.6783,0,1,0.019,0,0,0.0028,0,1,0.0003,2,22,1.7122,10,3.7529
OUT_05591,1,14,0.9788,0,1,0.009,1,3,0.1004,0,0,0.0008,0,0,0.0023,0,9,0.0405,0,14,1.0272,14,2.1589
OUT_05592,1,8,1.1042,0,1,0.0245,0,6,0.0133,0,1,0.0122,0,1,0.0036,1,4,0.0642,3,26,1.8019,18,3.0238
OUT_05593,2,11,1.3833,1,8,0.5834,1,11,0.1095,1,1,0.1385,1,2,0.6622,0,5,0.05,2,19,1.696,16,4.6228
OUT_05594,0,7,0.4417,0,1,0.0038,2,8,0.532,0,4,0.1072,0,0,0.0018,1,7,0.122,3,28,2.9928,20,4.2012
OUT_05595,2,17,1.9647,0,2,0.0399,0,7,0.0973,1,5,0.2666,0,0,0.0034,0,2,0.0006,0,22,1.0104,16,3.383
OUT_05596,1,7,0.7984,0,6,0.0837,2,10,0.2479,0,3,0.0564,0,0,0.0,0,5,0.0473,0,16,0.6654,4,1.8991
OUT_05597,0,14,0.5756,0,2,0.0657,0,6,0.0077,1,1,0.3752,0,0,0.0007,2,4,0.6241,2,19,1.4526,13,3.1015
OUT_05598,1,15,1.3107,1,4,0.1646,0,3,0.0019,2,7,0.7023,0,0,0.0007,0,5,0.0597,3,22,2.6587,10,4.8987
OUT_05599,1,13,1.0787,0,2,0.0158,0,7,0.0362,2,3,0.5117,1,1,0.3699,0,4,0.0084,0,14,0.8567,22,2.8775
OUT_05600,0,9,0.5504,0,4,0.1528,0,5,0.0098,0,5,0.1058,0,2,0.0356,1,4,0.4145,1,28,1.8799,17,3.1487
OUT_05601,1,8,0.8385,0,3,0.0454,2,16,0.3781,1,3,0.3336,1,3,0.1948,0,3,0.0281,2,26,2.4346,15,4.253
OUT_05602,2,16,1.8847,0,1,0.0422,1,9,0.2008,1,2,0.4726,0,0,0.0002,0,4,0.0156,4,25,2.5614,12,5.1775
OUT_05603,0,7,0.3974,2,5,0.4437,0,7,0.0626,0,0,0.0021,1,3,0.1778,1,5,0.057,1,16,1.4681,11,2.6087
OUT_05604,1,9,1.3124,0,4,0.099,0,6,0.06,1,3,0.2165,0,1,0.0833,0,6,0.0462,1,27,2.1285,17,3.9459
OUT_05605,0,9,0.5742,0,4,0.034,1,7,0.1009,0,2,0.0537,0,0,0.0013,0,7,0.0352,2,26,2.205,14,3.0043
OUT_05606,2,17,1.1596,0,2,0.038,1,5,0.1099,0,0,0.0047,0,0,0.0005,1,7,0.1871,1,28,1.7564,11,3.2561
OUT_05607,1,6,0.7299,1,2,0.2043,0,3,0.0234,0,2,0.0299,0,1,0.0073,1,6,0.1138,2,28,2.6721,16,3.7806
OUT_05608,2,12,1.6662,0,1,0.0203,2,9,0.8106,0,3,0.1527,0,1,0.0054,1,3,0.0913,4,22,2.6955,13,5.442
OUT_05609,0,8,0.3265,0,2,0.0323,1,6,0.285,0,2,0.0378,0,1,0.0711,0,4,0.0111,3,22,1.8502,16,2.6141
OUT_05610,0,13,1.1369,2,7,1.2493,0,5,0.0097,0,2,0.1125,0,0,0.0003,0,2,0.0045,3,19,1.9727,14,4.4859
OUT_05611,0,10,0.7301,2,5,0.4609,0,4,0.0343,0,3,0.0258,0,0,0.0011,1,4,0.1961,1,18,1.3616,10,2.81
OUT_05612,1,13,0.9931,1,3,0.3306,0,7,0.0605,0,6,0.356,0,0,0.0001,1,10,0.1947,4,24,2.7276,11,4.6627
OUT_05613,1,9,0.7598,0,8,0.0667,1,9,0.1236,1,6,0.4519,0,1,0.1183,1,4,0.1885,2,22,2.1772,16,3.8861
OUT_05614,1,12,1.2567,0,2,0.0498,1,7,0.0694,1,2,0.5139,1,2,0.2736,0,3,0.0183,3,32,2.6901,16,4.8717
OUT_05615,2,17,1.5016,0,2,0.0132,1,5,0.6689,0,0,0.0007,0,0,0.0012,0,8,0.0475,6,27,2.9492,13,5.1823
OUT_05616,2,11,1.6514,0,1,0.0064,1,12,0.6318,0,1,0.0486,0,1,0.0166,1,5,0.0647,2,29,2.1518,19,4.5715
OUT_05617,1,17,1.5615,0,1,0.0392,1,6,0.1186,0,1,0.0573,0,0,0.0001,0,8,0.1191,0,30,1.505,17,3.4008
OUT_05618,2,15,1.5555,0,3,0.1017,1,10,0.3794,0,3,0.1994,0,0,0.0002,0,5,0.0146,4,21,2.6111,13,4.8619
OUT_05619,1,11,1.0278,0,2,0.1039,1,8,0.1024,0,2,0.0238,0,1,0.0321,0,4,0.0261,4,32,2.6623,20,3.9785
OUT_05620,1,13,0.9143,0,2,0.0384,1,7,0.0877,0,1,0.0202,0,0,0.0003,0,2,0.0013,3,26,3.4702,9,4.5324
OUT_05621,1,16,1.8098,2,2,0.712,3,8,0.3282,1,1,0.3125,0,0,0.0003,0,2,0.0033,1,18,1.4106,13,4.5766
