Outlet_ID,coord_status,outlet_size,size_score,outlet_type,cooler_count,is_grocery,is_hotel,is_pharmacy,is_kiosk,is_eatery,is_bakery,is_smmt,seasonality_jan2026_label,seasonality_jan2026_score,avg_jan_holidays,count_education_1km,count_education_3km,nearest_education_m,count_health_1km,count_health_3km,nearest_health_m,count_transport_1km,count_transport_3km,nearest_transport_m,count_market_1km,count_market_3km,nearest_market_m,count_tourism_1km,count_tourism_3km,nearest_tourism_m,count_food_1km,count_food_3km,nearest_food_m,count_worship_1km,count_worship_3km,nearest_worship_m,lat,lon,generated_at
OUT_06124,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,1,10,495.1,0,3,1572.9,1,5,534.4,0,1,2029.3,0,2,2060.8,1,4,893.7,1,12,932.5,6.733022,79.818554,2026-05-16T15:57:02+00:00
OUT_06125,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,3,16,185.5,0,1,2469.0,0,11,1494.2,0,2,2392.4,1,2,434.3,0,6,1234.9,4,17,390.9,7.037726,79.990243,2026-05-16T15:57:02+00:00
OUT_06126,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,0,13,1194.9,0,3,2281.9,1,5,707.9,0,3,1104.0,0,0,3152.7,0,7,1268.8,1,19,704.7,6.759713,79.868854,2026-05-16T15:57:02+00:00
OUT_06127,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,2,15,832.3,0,6,1775.7,0,6,1145.3,1,5,424.7,0,0,6318.5,1,6,352.4,2,26,462.9,6.876982,79.892992,2026-05-16T15:57:02+00:00
OUT_06128,valid,Medium,2,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,2,16,937.0,1,3,761.5,0,7,1512.2,1,1,721.9,0,0,3559.7,0,4,2200.9,1,31,403.1,7.109642,79.875882,2026-05-16T15:57:02+00:00
OUT_06129,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,1,14,504.4,0,2,1295.8,0,5,1592.4,1,5,393.9,0,1,2456.1,1,3,521.0,5,33,240.9,6.942557,79.963897,2026-05-16T15:57:02+00:00
OUT_06130,valid,Medium,2,SMMT,2,0,0,0,0,0,0,1,Moderate,1,2.3,1,12,227.8,0,1,1001.8,2,7,621.4,0,3,1639.1,0,2,2371.5,1,6,894.1,2,22,594.1,7.165702,79.992772,2026-05-16T15:57:02+00:00
OUT_06131,valid,,0,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,1,11,260.7,0,5,1528.7,0,10,1059.2,0,3,2058.7,0,0,4308.0,0,4,1826.3,4,22,410.2,7.189091,79.994315,2026-05-16T15:57:02+00:00
OUT_06132,valid,Small,1,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,0,6,1029.8,0,2,2551.7,0,8,1489.4,1,4,966.4,0,1,1766.4,0,5,1090.1,5,18,462.7,6.792501,80.041859,2026-05-16T15:57:02+00:00
OUT_06133,valid,Small,1,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,2,12,579.3,1,3,795.2,1,10,810.6,1,5,927.3,1,1,962.2,1,8,964.4,2,20,365.4,7.068727,80.034848,2026-05-16T15:57:02+00:00
OUT_06134,valid,Medium,2,SMMT,2,0,0,0,0,0,0,1,Moderate,1,2.3,3,10,220.7,0,2,2070.9,1,6,808.6,0,6,1953.4,0,3,1705.2,1,5,756.1,2,31,516.8,6.743644,80.053448,2026-05-16T15:57:02+00:00
OUT_06135,valid,Large,3,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,0,15,1238.7,0,2,1873.0,1,7,685.9,2,4,528.3,0,1,2486.2,0,5,2052.0,0,26,1366.6,6.916287,80.088288,2026-05-16T15:57:02+00:00
OUT_06136,valid,Large,3,Pharmacy,5,0,0,1,0,0,0,0,Moderate,1,2.3,0,3,1902.0,0,5,1119.4,2,8,468.6,0,1,2785.7,1,2,441.9,0,3,1127.0,1,18,803.0,6.775796,79.971232,2026-05-16T15:57:02+00:00
OUT_06137,valid,Medium,2,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,0,16,1061.2,0,3,2802.7,1,4,282.6,0,0,3916.6,0,0,3463.9,0,8,1419.7,3,31,556.5,6.967068,80.034891,2026-05-16T15:57:02+00:00
OUT_06138,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,1,15,931.7,0,4,1233.1,1,12,729.0,0,5,1438.0,0,0,3199.8,1,9,980.8,4,28,705.3,7.056147,79.923662,2026-05-16T15:57:02+00:00
OUT_06139,valid,Small,1,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,0,8,1318.8,0,3,1397.9,1,8,999.6,0,2,1919.8,0,2,1445.1,0,6,1077.3,3,28,733.8,7.001188,80.019657,2026-05-16T15:57:02+00:00
OUT_06140,valid,Small,1,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,2,19,354.8,0,2,1435.0,1,9,868.0,0,1,2877.7,0,0,3662.7,0,6,1405.9,1,19,982.5,7.093844,79.84597,2026-05-16T15:57:02+00:00
OUT_06141,swapped_fixed,Small,1,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,1,19,759.9,1,2,366.7,0,8,1068.0,0,1,2751.1,0,1,2384.8,1,7,740.9,4,30,506.6,6.948112,80.059291,2026-05-16T15:57:02+00:00
OUT_06142,valid,Large,3,SMMT,4,0,0,0,0,0,0,1,Moderate,1,2.3,0,6,1142.3,0,2,2359.2,1,6,501.8,2,3,264.9,0,1,1775.1,0,9,1163.6,2,18,787.5,6.725089,79.944779,2026-05-16T15:57:02+00:00
OUT_06143,valid,Small,1,Pharmacy,0,0,0,1,0,0,0,0,Moderate,1,2.3,1,10,987.8,0,5,1107.2,2,9,835.0,0,1,2173.7,0,2,1189.1,1,5,924.9,1,16,715.2,6.732386,79.991076,2026-05-16T15:57:02+00:00
OUT_06144,valid,Medium,2,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,2,10,619.8,1,8,969.2,1,4,896.0,1,5,708.7,0,3,1735.0,0,4,1056.1,3,26,330.1,6.761677,80.073232,2026-05-16T15:57:02+00:00
OUT_06145,valid,Medium,2,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,0,5,1149.5,0,7,1279.1,1,10,704.1,1,5,705.2,1,3,681.0,1,6,934.3,1,26,959.8,6.779572,80.053145,2026-05-16T15:57:02+00:00
OUT_06146,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,1,8,800.3,0,3,2487.1,0,8,1501.6,1,2,627.3,0,1,2105.4,1,6,740.3,4,22,292.5,6.795899,79.975329,2026-05-16T15:57:02+00:00
OUT_06147,valid,Medium,2,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,0,13,1018.4,1,2,476.5,0,10,1827.5,0,4,1392.4,1,3,344.8,0,2,1843.7,4,25,293.5,6.969442,79.938582,2026-05-16T15:57:02+00:00
OUT_06148,valid,Medium,2,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,1,14,81.9,0,0,3904.8,0,9,1222.7,0,1,2587.6,0,0,3995.4,0,4,1489.4,1,20,627.0,7.136767,79.93329,2026-05-16T15:57:02+00:00
OUT_06149,valid,Medium,2,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,1,13,944.5,0,0,3664.5,4,15,300.8,0,1,2583.7,0,1,2019.8,0,5,1173.9,3,17,308.0,7.01132,79.965211,2026-05-16T15:57:02+00:00
OUT_06150,valid,Medium,2,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,2,14,937.7,0,3,2717.1,2,8,502.8,1,2,309.3,1,1,919.3,2,7,932.9,4,29,69.4,6.998557,79.995595,2026-05-16T15:57:02+00:00
OUT_06151,valid,Extra Large,4,Bakery,5,0,0,0,0,0,1,0,Moderate,1,2.3,1,18,987.0,0,0,3193.0,0,11,1212.0,0,1,2965.0,0,2,1279.0,0,7,1938.7,1,18,503.3,7.036446,79.982554,2026-05-16T15:57:02+00:00
OUT_06152,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,1,12,924.3,0,2,2551.2,0,8,1447.2,0,2,1501.4,0,0,3587.9,1,5,757.7,2,17,823.8,7.12528,79.822677,2026-05-16T15:57:02+00:00
OUT_06153,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,2,7,918.2,1,5,467.3,1,7,933.7,0,1,2215.2,0,0,3640.9,3,7,704.5,4,23,406.1,6.881668,79.860748,2026-05-16T15:57:02+00:00
OUT_06154,valid,Small,1,Pharmacy,0,0,0,1,0,0,0,0,Moderate,1,2.3,1,6,414.7,2,6,511.1,1,9,605.6,0,5,1041.8,0,2,2645.0,1,5,352.5,4,21,278.3,7.050043,80.051042,2026-05-16T15:57:02+00:00
OUT_06155,valid,Large,3,SMMT,4,0,0,0,0,0,0,1,Moderate,1,2.3,2,12,149.5,0,2,2780.7,0,6,1157.5,0,2,1706.4,0,0,3777.9,2,4,279.7,2,14,775.5,7.17173,80.049988,2026-05-16T15:57:02+00:00
OUT_06156,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,1,14,909.2,0,4,1356.7,1,5,961.5,0,5,1038.5,0,1,1844.4,1,7,462.4,3,18,675.6,6.788157,79.875646,2026-05-16T15:57:02+00:00
OUT_06157,valid,Large,3,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,1,11,599.5,0,1,2245.6,1,6,399.9,0,3,1470.8,0,0,3180.4,0,8,1126.0,0,23,1115.8,6.866407,80.064359,2026-05-16T15:57:02+00:00
OUT_06158,valid,Medium,2,Bakery,2,0,0,0,0,0,1,0,Moderate,1,2.3,1,15,941.1,0,1,1664.8,1,9,552.1,2,4,688.2,0,2,1977.2,0,1,2878.9,4,21,804.9,6.958827,79.927706,2026-05-16T15:57:02+00:00
OUT_06159,valid,Extra Large,4,Bakery,4,0,0,0,0,0,1,0,Moderate,1,2.3,1,12,532.4,0,6,1172.6,1,7,735.1,0,6,1416.2,1,2,666.9,0,6,1302.7,3,26,397.1,6.752742,80.055669,2026-05-16T15:57:02+00:00
OUT_06160,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,0,12,1002.7,0,4,2288.8,1,8,937.5,0,2,2078.3,1,2,853.9,1,8,761.4,1,18,773.2,7.053863,80.029497,2026-05-16T15:57:02+00:00
OUT_06161,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,2,12,387.5,0,5,1816.3,0,7,1685.7,0,0,3654.0,0,0,3305.9,1,7,785.4,4,20,676.2,6.89414,79.847623,2026-05-16T15:57:02+00:00
OUT_06162,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,0,7,1116.5,0,0,3815.4,1,9,597.0,1,3,973.7,0,1,2896.0,1,2,338.2,2,17,428.2,7.194596,79.834924,2026-05-16T15:57:02+00:00
OUT_06163,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,2,18,688.3,0,2,1084.3,1,8,915.3,0,1,2088.6,0,1,2242.4,0,9,1557.8,5,29,120.9,6.970391,80.057519,2026-05-16T15:57:02+00:00
OUT_06164,valid,Small,1,Grocery,1,1,0,0,0,0,0,0,Moderate,1,2.3,1,12,817.1,1,3,336.8,3,8,368.8,0,0,3215.6,0,0,3526.2,3,10,839.2,6,30,739.5,6.86114,80.030037,2026-05-16T15:57:02+00:00
OUT_06165,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,13,1160.1,0,2,2030.8,1,6,977.4,0,1,2163.5,0,0,3980.5,0,2,2419.0,3,26,126.9,7.130137,79.863782,2026-05-16T15:57:02+00:00
OUT_06166,valid,Small,1,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,1,7,993.2,1,4,733.5,0,12,1320.9,0,4,2086.5,0,0,4409.4,0,6,1227.1,9,27,150.9,6.89668,80.08523,2026-05-16T15:57:02+00:00
OUT_06167,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,0,6,1143.6,1,7,486.7,1,6,854.4,0,3,2639.6,0,0,3031.6,0,10,1171.2,2,23,457.5,6.706676,79.957286,2026-05-16T15:57:02+00:00
OUT_06168,valid,Large,3,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,3,18,333.5,0,1,1078.4,3,15,618.8,0,2,1750.7,0,0,5586.4,0,5,1676.7,3,24,658.0,7.03103,79.828501,2026-05-16T15:57:02+00:00
OUT_06169,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,2,9,639.5,0,1,1164.3,2,12,301.9,1,3,152.1,1,3,560.1,1,2,418.6,2,27,670.1,6.739456,80.018948,2026-05-16T15:57:02+00:00
OUT_06170,valid,Large,3,SMMT,4,0,0,0,0,0,0,1,Moderate,1,2.3,1,8,696.9,0,1,2082.0,0,12,1967.4,1,4,738.1,0,3,1108.7,1,6,768.6,2,21,715.8,7.064902,79.892208,2026-05-16T15:57:02+00:00
OUT_06171,valid,Small,1,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,18,1009.8,0,1,1235.2,0,7,1311.2,0,1,1569.4,1,3,443.9,0,10,1193.8,0,23,1151.9,7.107706,79.956876,2026-05-16T15:57:02+00:00
OUT_06172,valid,Extra Large,4,Bakery,5,0,0,0,0,0,1,0,Moderate,1,2.3,2,9,714.8,0,5,1005.5,1,7,867.9,0,3,1894.7,0,0,5904.9,0,5,1346.6,4,23,102.8,6.820867,80.005138,2026-05-16T15:57:02+00:00
OUT_06173,valid,Small,1,Pharmacy,0,0,0,1,0,0,0,0,Moderate,1,2.3,2,11,292.1,0,1,1024.6,2,11,218.9,0,3,1671.5,0,2,2485.4,1,4,118.3,3,26,438.7,6.873965,79.940012,2026-05-16T15:57:02+00:00
OUT_06174,valid,Medium,2,Bakery,2,0,0,0,0,0,1,0,Moderate,1,2.3,0,7,1087.8,0,1,2768.6,3,9,567.2,0,3,1582.7,0,0,3434.7,1,6,569.7,3,28,83.8,6.710321,79.897457,2026-05-16T15:57:02+00:00
OUT_06175,valid,Small,1,Eatery,1,0,0,0,0,1,0,0,Moderate,1,2.3,1,11,814.3,1,2,780.2,3,10,204.2,1,1,941.6,0,0,4400.4,0,3,1018.5,2,16,460.9,6.801693,80.0062,2026-05-16T15:57:02+00:00
OUT_06176,valid,Medium,2,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,1,11,813.7,0,4,1338.5,2,7,694.3,0,2,2131.7,0,0,5562.7,0,8,1079.4,0,25,1053.2,6.89463,79.872289,2026-05-16T15:57:02+00:00
OUT_06177,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,2,16,626.8,1,1,838.9,0,6,1558.3,0,1,1316.2,1,3,171.1,0,8,1378.1,1,24,649.4,7.112329,79.95766,2026-05-16T15:57:02+00:00
OUT_06178,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,0,11,1026.0,0,3,2245.3,1,8,930.2,0,1,2993.8,0,0,3985.8,0,10,1076.2,2,15,605.6,6.86741,79.995135,2026-05-16T15:57:02+00:00
OUT_06179,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,1,9,862.0,0,4,1100.0,0,4,1078.4,0,3,1695.6,0,1,2544.7,1,6,461.3,3,15,253.0,6.751625,79.847109,2026-05-16T15:57:02+00:00
OUT_06180,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,2,9,225.1,0,3,2172.9,1,5,889.4,1,3,493.3,0,1,2563.4,0,5,1478.3,5,22,136.3,7.190801,79.887559,2026-05-16T15:57:02+00:00
OUT_06181,valid,Medium,2,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,1,12,564.5,1,4,681.0,1,10,617.6,0,7,1467.7,0,1,2192.0,0,5,1311.0,3,16,643.5,7.174688,79.966106,2026-05-16T15:57:02+00:00
OUT_06182,valid,Large,3,Eatery,4,0,0,0,0,1,0,0,Moderate,1,2.3,2,13,387.8,0,5,1246.8,3,14,453.0,0,4,1678.8,0,0,3386.0,1,8,969.9,4,28,423.1,7.062795,79.933516,2026-05-16T15:57:02+00:00
OUT_06183,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,1,7,828.6,0,3,1544.7,1,4,546.6,0,1,2735.2,0,2,1482.5,2,4,630.6,6,22,581.3,6.789361,79.941308,2026-05-16T15:57:02+00:00
OUT_06184,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,0,12,1601.3,0,1,2244.8,0,5,1562.8,0,1,2044.8,0,1,2518.6,2,4,912.9,0,14,1093.1,7.055563,79.98092,2026-05-16T15:57:02+00:00
OUT_06185,valid,Medium,2,Grocery,1,1,0,0,0,0,0,0,Moderate,1,2.3,2,20,743.1,1,3,943.7,2,11,533.9,0,1,1033.7,0,1,2667.5,1,6,671.0,4,24,504.9,6.830795,80.098734,2026-05-16T15:57:02+00:00
OUT_06186,valid,Large,3,Hotel,3,0,1,0,0,0,0,0,Moderate,1,2.3,1,11,975.7,0,1,1611.2,1,9,616.7,0,2,1516.0,0,1,2586.6,0,8,1409.3,1,25,940.7,6.868152,80.057384,2026-05-16T15:57:02+00:00
OUT_06187,valid,Small,1,Bakery,0,0,0,0,0,0,1,0,Moderate,1,2.3,0,19,1018.7,0,2,2269.7,1,5,657.8,0,5,1540.0,0,0,5723.0,0,10,1602.3,5,28,420.3,6.998848,79.894298,2026-05-16T15:57:02+00:00
OUT_06188,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,1,10,813.4,0,1,2957.1,0,5,1688.7,0,3,2233.4,0,0,3915.2,0,5,1552.0,5,23,442.8,6.747918,79.906034,2026-05-16T15:57:02+00:00
OUT_06189,swapped_fixed,Extra Large,4,Grocery,4,1,0,0,0,0,0,0,Moderate,1,2.3,0,11,1386.5,0,1,1934.9,4,13,678.1,0,2,1141.2,0,1,1089.8,0,4,1752.7,3,21,506.9,7.060835,79.874317,2026-05-16T15:57:02+00:00
OUT_06190,valid,Small,1,Eatery,0,0,0,0,0,1,0,0,Moderate,1,2.3,1,9,874.0,0,2,1893.4,0,3,2171.2,1,5,923.9,0,0,5023.5,0,4,2127.0,2,25,837.3,6.835744,79.922649,2026-05-16T15:57:02+00:00
OUT_06191,valid,Small,1,Kiosk,1,0,0,0,1,0,0,0,Moderate,1,2.3,3,10,301.3,0,7,1059.5,0,4,1618.6,1,6,694.3,0,3,1848.4,0,4,1128.1,3,27,404.2,6.755236,80.074337,2026-05-16T15:57:02+00:00
OUT_06192,valid,Medium,2,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,0,10,1063.6,0,3,1865.9,0,2,2301.9,0,4,1025.2,0,0,5219.1,0,4,1966.4,1,24,778.5,6.834747,79.921187,2026-05-16T15:57:02+00:00
OUT_06193,valid,Medium,2,Bakery,2,0,0,0,0,0,1,0,Moderate,1,2.3,2,11,880.5,0,3,2262.9,0,8,1657.5,0,2,1463.4,1,1,568.3,2,8,610.8,1,25,870.7,6.900407,79.950548,2026-05-16T15:57:02+00:00
OUT_06194,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,0,13,1094.1,0,2,1419.5,1,13,873.4,0,3,1787.6,0,1,2375.3,1,4,535.4,2,25,677.5,6.928557,79.812753,2026-05-16T15:57:02+00:00
OUT_06195,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,1,9,598.0,0,0,3650.9,1,6,898.4,0,4,1360.2,0,1,2505.2,2,9,300.8,0,22,1571.8,6.740503,79.934871,2026-05-16T15:57:02+00:00
OUT_06196,valid,Small,1,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,1,12,829.9,1,3,177.9,1,8,929.9,0,3,1943.1,0,1,1451.0,0,8,1397.4,5,30,136.9,6.871367,79.839572,2026-05-16T15:57:02+00:00
OUT_06197,valid,Medium,2,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,0,12,1207.6,0,1,2702.6,1,6,186.1,1,2,794.8,0,4,1022.9,0,5,1094.2,2,19,555.0,7.082313,79.89364,2026-05-16T15:57:02+00:00
OUT_06198,valid,Small,1,Hotel,0,0,1,0,0,0,0,0,Moderate,1,2.3,1,9,237.1,0,2,1437.5,0,8,1031.7,0,2,1182.1,0,0,3618.0,0,4,1108.6,3,29,761.9,6.808835,79.902972,2026-05-16T15:57:02+00:00
OUT_06199,valid,Small,1,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,1,13,906.0,0,3,1747.5,0,7,1578.3,0,1,1799.2,0,0,3052.5,0,4,1308.3,1,33,876.7,7.115875,79.885367,2026-05-16T15:57:02+00:00
OUT_06200,valid,Medium,2,Eatery,2,0,0,0,0,1,0,0,Moderate,1,2.3,0,15,1153.5,1,2,604.3,2,7,697.7,1,2,475.7,0,2,1183.9,1,8,556.7,4,29,493.3,7.133359,79.98137,2026-05-16T15:57:02+00:00
OUT_06201,valid,Small,1,Pharmacy,1,0,0,1,0,0,0,0,Moderate,1,2.3,4,13,250.2,0,2,2066.1,0,5,1657.7,0,2,2162.1,0,1,1035.4,2,8,410.9,1,24,766.8,6.905812,79.942876,2026-05-16T15:57:02+00:00
OUT_06202,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,2,5,579.6,1,3,615.1,0,8,1270.0,1,4,838.9,0,1,2206.3,0,4,1597.2,1,16,295.5,6.711196,79.837312,2026-05-16T15:57:02+00:00
OUT_06203,valid,Large,3,Kiosk,5,0,0,0,1,0,0,0,Moderate,1,2.3,2,8,720.5,1,1,592.7,0,7,1042.7,0,3,1319.0,0,1,1148.8,1,10,999.3,5,20,578.6,6.732604,79.877822,2026-05-16T15:57:02+00:00
OUT_06204,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,1,13,708.9,0,1,2031.7,0,6,1692.3,0,2,2326.0,0,1,2260.4,2,6,111.8,2,20,157.6,7.065141,79.83033,2026-05-16T15:57:02+00:00
OUT_06205,valid,Extra Large,4,Kiosk,2,0,0,0,1,0,0,0,Moderate,1,2.3,1,9,983.1,1,4,878.4,2,11,430.4,0,0,3725.0,1,1,917.9,0,7,1336.4,3,23,775.5,7.009824,80.039229,2026-05-16T15:57:02+00:00
OUT_06206,valid,Medium,2,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,1,14,759.6,0,3,1438.0,2,11,394.3,0,2,1154.0,0,1,2785.0,2,7,595.7,2,23,383.8,7.052923,79.914946,2026-05-16T15:57:02+00:00
OUT_06207,valid,Small,1,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,2,9,457.6,0,4,2000.2,1,7,677.4,0,2,1081.2,0,0,3339.3,1,8,812.4,3,21,801.0,7.05536,79.957898,2026-05-16T15:57:02+00:00
OUT_06208,valid,Small,1,Grocery,1,1,0,0,0,0,0,0,Moderate,1,2.3,0,6,1834.4,0,3,1695.1,0,12,1191.9,0,2,1774.3,0,0,6139.8,0,7,1328.2,0,16,1034.8,7.198872,79.937938,2026-05-16T15:57:02+00:00
OUT_06209,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,2,13,821.7,0,4,1940.4,0,5,1638.1,0,3,1007.4,0,1,1723.8,0,3,1490.7,1,21,644.2,6.928588,80.09075,2026-05-16T15:57:02+00:00
OUT_06210,valid,Extra Large,4,Hotel,5,0,1,0,0,0,0,0,Moderate,1,2.3,0,7,1132.4,0,2,2508.8,1,5,339.6,0,1,1614.4,0,0,4630.8,0,2,1281.4,3,16,545.5,6.764623,79.812385,2026-05-16T15:57:02+00:00
OUT_06211,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,1,8,663.2,0,3,2067.1,1,6,393.9,0,2,1494.4,0,2,1748.4,0,3,1236.4,4,20,247.6,6.779632,79.905512,2026-05-16T15:57:02+00:00
OUT_06212,valid,Medium,2,Hotel,2,0,1,0,0,0,0,0,Moderate,1,2.3,1,13,744.0,0,5,1207.8,2,10,464.5,0,2,2021.6,0,0,5445.1,1,7,990.4,0,24,1138.6,6.892616,79.872826,2026-05-16T15:57:02+00:00
OUT_06213,valid,Small,1,Grocery,0,1,0,0,0,0,0,0,Moderate,1,2.3,2,20,563.1,1,3,711.1,2,11,424.5,0,1,1164.9,0,1,2859.1,1,6,598.2,2,25,274.9,6.829627,80.09698,2026-05-16T15:57:02+00:00
OUT_06214,valid,Medium,2,Grocery,2,1,0,0,0,0,0,0,Moderate,1,2.3,1,14,971.6,0,0,3915.9,4,16,344.8,0,1,2669.4,0,1,1784.2,0,6,1158.3,1,23,792.0,7.012713,79.974365,2026-05-16T15:57:02+00:00
OUT_06215,valid,Large,3,SMMT,3,0,0,0,0,0,0,1,Moderate,1,2.3,1,19,606.9,0,1,2810.2,1,7,973.8,2,3,870.7,0,2,2149.5,0,7,1061.9,2,17,812.6,7.052231,80.006249,2026-05-16T15:57:02+00:00
OUT_06216,valid,Small,1,Kiosk,0,0,0,0,1,0,0,0,Moderate,1,2.3,0,10,1023.1,1,2,979.8,0,8,1291.1,0,3,2054.6,0,0,4561.0,0,4,1780.1,5,29,203.3,6.816476,79.90667,2026-05-16T15:57:02+00:00
OUT_06217,valid,Medium,2,Pharmacy,2,0,0,1,0,0,0,0,Moderate,1,2.3,0,8,1146.6,0,0,4046.8,3,9,389.8,0,1,1724.6,0,1,1408.1,0,3,1301.0,3,20,387.1,7.182268,79.828395,2026-05-16T15:57:02+00:00
OUT_06218,valid,Medium,2,Bakery,1,0,0,0,0,0,1,0,Moderate,1,2.3,2,16,722.9,0,2,2097.8,0,11,1449.4,0,2,2154.4,0,0,3086.9,1,4,934.1,5,16,374.6,7.092373,79.871972,2026-05-16T15:57:02+00:00
OUT_06219,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,0,12,1101.3,0,4,1040.7,4,9,275.5,0,1,2083.6,0,1,2861.5,0,4,1875.2,5,33,650.3,6.816161,79.828113,2026-05-16T15:57:02+00:00
OUT_06220,valid,Small,1,SMMT,0,0,0,0,0,0,0,1,Moderate,1,2.3,2,12,643.9,0,2,1355.3,1,9,765.9,1,3,919.6,0,0,4487.2,1,10,999.4,3,29,446.2,7.036569,79.931415,2026-05-16T15:57:02+00:00
OUT_06221,valid,Small,1,Kiosk,1,0,0,0,1,0,0,0,Moderate,1,2.3,1,6,943.0,0,2,1482.2,1,5,806.8,1,2,954.5,0,2,1350.5,0,4,1280.2,4,20,349.8,7.140736,80.078833,2026-05-16T15:57:02+00:00
OUT_06222,valid,Small,1,SMMT,1,0,0,0,0,0,0,1,Moderate,1,2.3,0,11,1217.2,0,3,1289.2,2,8,363.8,0,1,2004.5,0,2,2038.0,1,8,835.9,4,33,526.2,6.955225,80.079746,2026-05-16T15:57:02+00:00
OUT_06223,valid,Small,1,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,5,1206.3,0,0,3740.6,2,11,497.3,0,4,2454.0,0,2,1754.5,1,7,915.0,3,29,509.6,6.704429,79.88026,2026-05-16T15:57:02+00:00
OUT_06224,valid,Medium,2,Hotel,1,0,1,0,0,0,0,0,Moderate,1,2.3,0,12,2104.0,0,2,1777.0,3,8,478.5,0,0,3392.8,0,2,2095.9,0,4,1738.8,1,17,631.0,7.151634,79.832973,2026-05-16T15:57:02+00:00
