Outlet_ID,n_months,mean_monthly_vol,std_monthly_vol,max_monthly_vol,p90_monthly_vol,p75_monthly_vol,jan_avg_vol,n_jan_months,recent_3m_avg,trend_slope,has_dec2025,n_skus,primary_distributor
OUT_04217,31,541.3812,171.2597,913.7572,731.8136,635.1741,534.025,3,696.1512,0.102558,1,10,DIST_W_02
OUT_05694,35,1357.9936,321.5391,2061.6572,1927.1308,1380.3786,1315.1585,3,1543.7964,0.969695,1,10,DIST_W_02
OUT_19701,20,36.9816,36.3833,129.3563,92.4436,42.6077,75.4072,2,43.029,0.344183,1,10,DIST_S_02
OUT_19311,34,1401.9618,376.3061,2017.6213,1965.3105,1780.0233,1960.0304,3,1433.506,-1.961162,1,10,DIST_S_01
OUT_15203,25,132.3827,80.146,375.8211,211.7815,175.0591,73.7113,1,113.2165,-0.901041,1,10,DIST_NW_01
OUT_06042,26,141.549,85.4349,383.6112,222.4258,186.1097,209.0297,1,234.691,-0.918064,0,10,DIST_W_02
OUT_01644,24,43.6607,29.2506,104.2138,86.2006,67.7389,52.8362,3,8.1125,-0.804725,0,10,DIST_W_01
OUT_07068,35,1324.9786,306.0705,1946.1313,1867.1863,1383.6236,1298.7963,3,1524.2312,3.510534,1,10,DIST_W_02
OUT_12966,15,53.677,41.1036,124.537,111.3015,89.8626,26.9583,2,58.1379,0.269402,0,10,DIST_C_03
OUT_17651,29,551.9068,202.0122,1029.6367,834.6177,652.9661,841.4739,3,638.6509,3.118349,1,10,DIST_S_01
OUT_01673,12,40.1498,35.6587,96.6272,90.8676,81.5818,6.4081,1,8.89,-0.529365,1,10,DIST_W_02
OUT_17897,19,40.783,30.6215,104.7879,96.5578,54.7368,19.0516,1,18.2775,-0.56106,1,10,DIST_S_02
OUT_17815,29,619.7985,212.2589,993.4588,869.555,815.6978,914.8526,3,534.7618,-3.57196,0,10,DIST_S_02
OUT_07790,25,133.9244,90.2132,329.6831,261.6503,196.8354,63.2819,1,117.4252,-0.776382,1,10,DIST_W_01
OUT_09247,18,45.9798,38.2081,154.8614,87.7515,71.9816,11.099,2,22.2231,1.435557,0,10,DIST_C_01
OUT_03833,29,522.1589,157.3275,956.9589,639.2017,599.8885,565.34,3,434.0244,-1.408611,1,10,DIST_W_02
OUT_15322,30,556.9658,169.8023,905.8129,778.9017,626.16,555.7337,2,493.9755,-2.002595,1,10,DIST_NW_01
OUT_02349,25,142.8119,79.6912,308.2191,233.0693,210.2211,98.5608,3,123.7274,-1.502631,1,10,DIST_W_02
OUT_13872,22,32.6826,31.8266,110.6115,75.1601,39.0876,52.1665,2,110.6115,0.752912,1,10,DIST_NW_01
OUT_00628,16,46.0254,44.1891,130.9285,113.5909,89.4481,36.5394,3,27.3335,-1.13585,1,10,DIST_W_01
OUT_14237,27,147.2626,74.1265,285.7882,236.0365,199.6505,168.2993,2,172.5143,0.399988,1,10,DIST_NW_02
OUT_11364,19,33.434,29.0472,133.0618,57.2677,36.2448,22.9596,2,36.4318,-0.616437,0,10,DIST_C_02
OUT_17124,24,572.6759,162.296,911.7849,818.3951,629.8441,437.3472,1,614.275,2.227751,0,10,DIST_S_02
OUT_14320,20,46.5523,28.1611,103.6508,81.6195,65.2322,27.2947,3,57.7667,1.616816,1,10,DIST_NW_02
OUT_18514,18,44.5358,33.1625,119.0907,94.6678,62.5444,91.4676,2,38.7248,0.357865,1,10,DIST_S_01
OUT_01605,31,532.9462,195.5123,924.7941,818.958,636.6412,627.7502,2,767.6935,0.003429,1,10,DIST_W_02
OUT_07598,25,148.955,90.8472,367.1541,254.4893,216.6065,0.0,0,181.2377,1.68983,1,10,DIST_W_03
OUT_00499,24,134.4909,87.3174,364.496,224.0619,195.7395,141.0778,3,40.4682,-0.868573,0,10,DIST_W_02
OUT_17280,35,1425.8068,359.0055,2025.5338,1908.4208,1798.4566,1821.3301,3,1493.1018,-4.111723,1,10,DIST_S_02
OUT_09253,23,143.6728,67.6106,316.1266,220.7635,194.8421,80.7749,2,172.8817,2.811383,1,10,DIST_C_02
OUT_10493,28,602.5247,168.0834,1026.2662,849.1547,644.5804,623.2024,3,637.5151,0.100637,1,10,DIST_C_01
OUT_10760,31,578.2338,203.3707,1002.8785,910.6294,660.1653,561.6153,2,643.6302,1.133135,1,10,DIST_C_02
OUT_12862,28,163.3026,75.8232,362.0026,248.9866,213.4075,182.6067,3,89.5931,-1.089489,1,10,DIST_C_03
OUT_00997,22,140.1502,73.921,316.9758,235.2644,190.1565,151.9385,3,126.357,-1.504595,1,10,DIST_W_03
OUT_04635,22,33.1598,29.226,95.2594,86.2616,37.7571,44.7985,3,3.8357,-0.847027,0,10,DIST_W_02
OUT_07807,22,42.6103,31.3517,112.3094,87.8289,59.8752,0.0,0,87.8997,-0.377705,0,10,DIST_W_03
OUT_19745,25,122.795,81.7413,319.0953,226.9354,168.429,48.8416,2,82.3316,-1.437044,1,10,DIST_S_01
OUT_08067,31,543.6705,217.7347,994.1696,839.7302,643.2804,498.1446,3,741.1612,6.204898,1,10,DIST_W_03
OUT_08167,24,144.1247,84.4697,326.6912,260.2056,192.269,183.9858,1,88.9668,-3.05552,1,10,DIST_W_01
OUT_16526,17,38.2318,27.4983,103.6349,78.7467,40.5936,54.0536,2,14.9676,0.537346,1,10,DIST_NW_02
OUT_15621,25,157.0871,77.456,324.6416,240.9555,205.6427,130.6131,3,87.7598,-0.891734,1,10,DIST_NW_02
OUT_03803,35,518.0013,165.3513,895.8215,731.7437,600.6715,564.7355,3,507.9756,1.501914,1,10,DIST_W_03
OUT_00014,31,532.2818,155.2382,928.0914,651.9562,602.8813,591.3396,2,551.3964,-0.356589,1,10,DIST_W_01
OUT_19657,21,140.0508,67.2744,280.8805,215.5983,182.6672,83.2206,1,171.0893,1.93111,1,10,DIST_S_02
OUT_14757,32,598.9992,158.2923,922.9809,787.1195,671.9997,630.1031,3,598.989,-3.703625,1,10,DIST_NW_02
OUT_05640,31,525.6502,191.7514,1003.8867,687.9155,634.3951,569.1764,3,436.479,-2.526447,1,10,DIST_W_01
OUT_19348,35,1434.5995,379.0001,2048.8075,1969.4057,1861.2307,1871.9718,2,1539.2964,-2.118736,1,10,DIST_S_01
OUT_12961,31,569.657,186.3235,956.6491,843.1799,657.9999,578.6541,2,684.2242,-0.63765,1,10,DIST_C_01
OUT_05050,32,1309.0747,297.8551,1958.8113,1808.7792,1351.8745,1325.1047,3,1433.0706,5.610294,1,10,DIST_W_01
OUT_05042,16,42.0397,28.9781,123.508,74.4913,49.0709,83.1333,1,42.0397,-0.614835,0,10,DIST_W_03
OUT_18542,30,558.8301,170.6635,902.707,759.3019,660.616,491.0288,2,679.2356,0.131868,1,10,DIST_S_02
OUT_19132,26,148.6424,92.1812,349.9774,275.4213,214.2324,298.8383,2,140.3921,-2.019911,1,10,DIST_S_01
OUT_04800,18,43.012,27.6893,118.8361,74.0696,58.1072,83.3973,1,43.012,0.923315,0,10,DIST_W_03
OUT_11355,20,36.3383,29.821,110.7586,71.7736,51.5461,21.0632,3,67.1924,0.049104,0,10,DIST_C_03
OUT_02765,26,569.2048,152.6111,890.8668,734.9292,653.9077,589.3904,2,650.1763,-1.090531,0,10,DIST_W_01
OUT_12975,16,53.7911,39.2251,104.1324,100.8179,94.9621,51.7119,2,96.4233,0.522901,1,10,DIST_C_01
OUT_11427,26,178.2148,88.1578,363.0822,282.49,235.6822,119.2041,2,173.619,1.058735,1,10,DIST_C_03
OUT_15173,23,122.429,79.8336,266.5037,226.2124,198.2335,145.2018,2,97.9413,1.195618,0,10,DIST_NW_01
OUT_18727,24,151.9457,89.3126,371.6153,257.4648,200.6343,97.4527,3,165.1257,-0.502413,0,10,DIST_S_01
OUT_13029,29,122.1619,73.3234,271.6598,219.0128,172.0657,0.0,0,80.8757,-1.879198,1,10,DIST_NW_01
OUT_13758,31,558.7542,153.2163,918.172,672.8806,620.5085,592.3851,3,672.2456,-0.859498,0,10,DIST_NW_02
OUT_09495,28,145.1471,68.6309,275.4663,223.7025,202.657,169.1344,2,190.7123,1.411832,1,10,DIST_C_03
OUT_01976,27,110.0239,61.936,226.8115,198.8032,169.4257,118.1114,3,107.8248,1.68817,1,10,DIST_W_02
OUT_10938,31,605.6275,192.0662,928.1968,894.429,702.1957,416.4265,2,697.3302,1.518837,1,10,DIST_C_01
OUT_17452,20,48.1766,29.0284,121.2295,77.9042,64.7938,22.8334,2,53.5704,-0.393854,1,10,DIST_S_02
OUT_10776,30,569.352,193.2764,932.7551,838.1334,644.7577,441.3678,2,635.4039,3.138593,1,10,DIST_C_01
OUT_05498,15,52.8434,31.572,112.3787,100.3538,81.3276,41.6835,3,32.4361,0.636349,0,10,DIST_W_01
OUT_02641,35,544.363,171.3088,934.3163,751.9303,635.4188,494.74,3,515.3988,1.821769,1,10,DIST_W_03
OUT_02510,29,149.3393,66.2071,277.8588,222.086,193.2115,171.3545,3,113.8089,-1.09932,1,10,DIST_W_03
OUT_13491,18,48.6078,30.8443,104.1914,93.6606,77.2863,89.2561,2,45.2691,-0.260599,1,10,DIST_NW_01
OUT_06301,19,122.1907,65.513,235.0573,208.232,175.7,43.17,2,122.1907,0.29111,0,10,DIST_W_02
OUT_14240,36,1389.6316,228.2672,1973.3656,1807.1634,1379.2029,1262.8271,3,1513.1259,1.264088,1,10,DIST_NW_02
OUT_00109,30,526.5151,193.0555,951.7551,814.0209,622.5128,633.4183,1,359.7427,-1.996116,1,10,DIST_W_02
OUT_05130,30,505.4725,195.0547,902.0685,741.6775,623.8893,594.7401,2,577.6152,0.51161,1,10,DIST_W_02
OUT_07890,18,28.8303,22.8049,92.4928,53.1189,38.774,9.5354,1,28.8303,0.867087,0,10,DIST_W_01
OUT_04651,28,545.7175,191.4418,994.9304,726.0523,630.841,637.6736,3,750.2795,3.123819,1,10,DIST_W_02
OUT_12295,34,557.4892,194.0942,960.7158,842.056,624.8294,569.1108,2,670.3375,0.376486,1,10,DIST_C_01
OUT_15344,32,516.596,200.692,886.7208,768.6841,627.0638,468.0605,3,686.0601,1.085977,1,10,DIST_NW_01
OUT_18309,26,165.3003,86.4431,364.7192,265.0219,225.9173,186.3469,3,258.9429,-0.33844,1,10,DIST_S_02
OUT_10924,31,575.6542,202.5691,944.3101,806.5697,684.2394,517.6298,3,582.2111,2.412863,1,10,DIST_C_01
OUT_16548,35,1412.5058,245.8431,2030.4103,1905.968,1386.7721,1273.3345,3,1498.0744,0.886513,1,10,DIST_NW_01
OUT_01751,18,49.4805,33.7558,141.7325,87.7272,71.044,17.0918,3,37.3905,0.349895,1,10,DIST_W_03
OUT_02970,28,561.3592,184.7141,999.286,770.3489,653.0142,641.8798,2,698.6559,1.700607,1,10,DIST_W_01
OUT_06010,14,52.9136,37.0794,105.5583,92.357,88.722,45.8506,2,88.1152,1.611735,0,10,DIST_W_02
OUT_16997,27,117.9309,72.3171,220.8831,206.1571,193.7914,146.368,3,117.9309,4.384269,0,10,DIST_NW_02
OUT_17005,23,159.0951,95.3063,346.0409,306.1554,214.1678,173.6081,3,94.2379,-0.746604,0,10,DIST_S_01
OUT_19216,32,120.4227,71.4924,299.3676,239.3359,147.8357,142.3927,2,54.9897,0.048101,1,10,DIST_S_01
OUT_16175,23,39.5145,33.0781,134.1277,84.0847,64.7029,60.5374,2,43.7894,0.342176,1,10,DIST_NW_01
OUT_16832,30,554.3018,186.2927,938.756,687.2757,636.1115,498.0552,3,572.2351,0.125866,0,10,DIST_NW_02
OUT_09755,31,595.0565,142.2384,831.7544,821.9662,662.3102,608.2628,2,665.614,3.959415,1,10,DIST_C_03
OUT_19461,12,35.4507,27.1688,81.8349,79.6894,50.8366,11.5132,1,14.4042,0.042309,0,10,DIST_S_02
OUT_19118,14,44.8107,24.1029,95.5058,66.404,60.6382,35.5719,1,21.2198,-0.439015,0,10,DIST_S_01
OUT_11322,31,591.6567,161.344,997.0922,783.867,657.3567,540.3834,2,587.4479,-0.262586,1,10,DIST_C_02
OUT_02140,19,46.1585,42.4461,138.775,103.8774,78.1872,40.319,3,95.624,0.848724,0,10,DIST_W_02
OUT_05829,23,140.1721,81.2856,344.6298,243.8687,217.9538,229.6262,2,56.9659,-3.084552,0,10,DIST_W_03
OUT_13286,25,143.2872,76.8032,343.9801,238.124,189.9,135.2367,2,196.0094,1.688565,0,10,DIST_NW_02
OUT_02008,26,115.9467,65.0753,248.8457,236.4653,149.7508,91.8474,2,120.4156,0.314675,0,10,DIST_W_01
OUT_05419,23,127.0828,74.8171,236.5475,226.761,203.6301,159.5275,1,18.5165,-2.583729,0,10,DIST_W_02
OUT_19805,33,526.6014,184.0416,872.0345,820.0402,643.219,809.4488,3,432.5897,-0.859456,1,10,DIST_S_02
OUT_15411,27,141.695,78.1269,327.7371,223.7873,198.3814,171.4602,3,182.2763,-1.424929,0,10,DIST_NW_01
OUT_03993,27,147.5513,73.1108,306.868,231.9766,195.3344,168.9983,2,174.9178,1.19592,1,10,DIST_W_03
OUT_07418,31,554.5358,171.1156,951.3461,728.3413,653.154,647.7575,2,516.8402,1.433284,1,10,DIST_W_01
OUT_08225,31,544.7272,195.7992,969.8114,801.2713,632.0644,393.7951,2,419.876,-2.826749,0,10,DIST_W_01
OUT_08766,21,36.0187,35.8492,126.1759,90.0125,34.7617,34.7617,1,12.4522,-0.057431,0,10,DIST_W_01
OUT_01835,31,483.7689,185.4658,929.4399,684.4032,583.358,531.8262,3,504.2204,-1.502126,1,10,DIST_W_01
OUT_16125,19,53.3294,36.3884,136.677,98.2088,77.2572,9.4163,1,36.971,-0.644523,1,10,DIST_NW_01
OUT_00878,26,135.6627,76.4544,284.9244,220.02,210.8265,144.8322,2,97.1744,-2.835597,1,10,DIST_W_01
OUT_00168,33,528.747,212.9929,979.3797,859.5738,638.0881,411.9235,2,711.4882,1.427747,1,10,DIST_W_03
OUT_03021,30,487.1583,194.6093,861.3206,654.327,622.0696,529.4105,3,615.7497,3.753409,1,10,DIST_W_03
OUT_05380,13,31.9845,23.3027,84.8866,68.6151,36.186,22.5294,1,28.7112,0.461436,0,10,DIST_W_01
OUT_00161,24,509.8892,185.8871,870.437,712.6335,627.6531,549.8886,1,721.9954,4.943766,1,10,DIST_W_02
OUT_13294,20,145.932,62.6419,281.2655,222.5059,192.5227,119.488,2,174.4702,0.683379,1,10,DIST_NW_02
OUT_14608,35,598.4338,163.7387,944.026,816.4788,656.4998,619.8292,3,678.6115,-0.945317,1,10,DIST_NW_01
OUT_16567,22,54.6367,38.9045,126.7906,100.1305,80.4931,22.8111,1,62.5274,0.663511,1,10,DIST_NW_01
OUT_04920,25,155.8394,74.2259,315.322,244.0275,212.1872,125.528,2,74.7277,0.264664,0,10,DIST_W_03
OUT_14820,29,620.9709,163.1862,957.6733,886.4351,676.748,550.2039,3,759.0622,6.214627,1,10,DIST_NW_01
OUT_09981,19,41.5493,28.0932,106.7832,79.0195,60.8339,45.8059,2,46.8399,0.342696,1,10,DIST_C_01
OUT_01210,22,159.8073,85.2831,314.7601,304.4159,223.3673,136.3391,2,174.6664,-1.053747,1,10,DIST_W_01
OUT_19242,15,43.2815,31.2132,127.621,73.2336,59.1377,44.2889,1,102.8514,1.56303,1,10,DIST_S_01
OUT_07008,36,1332.889,316.2093,2081.0653,1814.5526,1416.7528,1295.0933,3,1569.1166,2.74028,1,10,DIST_W_03
OUT_03161,23,133.2021,73.9102,295.3497,214.3185,190.3218,124.8673,1,163.3102,0.340974,1,10,DIST_W_01
OUT_16625,17,58.0656,39.5854,131.1524,108.5626,86.1548,106.2124,2,131.1524,-0.438701,1,10,DIST_NW_01
OUT_14990,25,137.7777,65.3044,224.1067,218.5522,207.8387,89.1449,2,137.5886,-0.173081,1,10,DIST_NW_02
OUT_19795,19,43.3085,35.9073,140.6959,88.7431,54.1776,91.1139,2,7.4205,-1.224646,0,10,DIST_S_02
OUT_17381,21,44.9542,33.7791,118.2921,100.683,58.6678,0.0,0,59.8572,0.24332,0,10,DIST_S_02
OUT_15474,29,131.5344,81.2898,298.3016,254.4288,189.6329,96.3894,3,155.1201,-0.656988,1,10,DIST_NW_02
OUT_01710,26,134.3502,85.1261,328.4743,257.8185,184.5128,182.2449,2,185.3539,-0.061568,1,10,DIST_W_03
OUT_03848,30,144.2439,80.7349,348.384,237.1499,202.927,63.4126,3,221.9903,0.833204,1,10,DIST_W_02
OUT_00335,32,522.4498,206.6893,924.6336,794.7769,646.004,495.2884,3,655.1185,2.673988,1,10,DIST_W_02
OUT_05367,24,112.3377,70.2671,300.6904,222.1082,127.8216,99.697,3,179.7544,1.714873,1,10,DIST_W_02
OUT_04175,20,39.4384,23.7748,90.7032,72.5287,58.7183,28.4748,2,48.9834,0.968712,0,10,DIST_W_03
OUT_00275,29,576.4388,209.4595,959.6459,848.6856,664.1278,647.8877,2,806.78,3.121504,1,10,DIST_W_03
OUT_15308,28,139.2038,70.2486,268.5048,233.6921,186.3902,120.2025,2,268.5048,0.783159,1,10,DIST_NW_02
OUT_13447,27,154.3728,77.2263,324.1731,260.5774,199.0071,119.2151,2,183.0387,-1.994195,1,10,DIST_NW_01
OUT_15806,21,56.942,32.1463,104.5156,95.5447,91.6515,0.0,0,15.8699,-0.982968,1,10,DIST_NW_01
OUT_16970,25,141.4653,80.4597,300.8872,256.1426,199.5442,182.588,3,177.7275,0.024237,1,10,DIST_NW_02
OUT_10089,26,147.9064,76.1275,332.6753,252.9511,185.4498,160.5478,3,124.0148,0.056255,1,10,DIST_C_01
OUT_03324,32,505.9176,174.3315,881.4859,785.6356,621.2145,461.6305,2,652.5697,5.603372,1,10,DIST_W_03
OUT_09731,36,1458.8161,271.6294,2078.0834,1914.8897,1561.0163,1198.8063,3,1553.8521,2.029884,1,10,DIST_C_01
OUT_01236,32,542.8658,182.1249,992.479,759.0283,644.675,588.03,2,663.3103,2.292079,1,10,DIST_W_03
OUT_07097,24,129.2192,71.2513,309.3875,211.6723,175.9513,156.7565,3,129.0185,-2.60863,1,10,DIST_W_01
OUT_02009,20,131.3193,68.9125,313.6769,193.3976,179.9399,95.0974,3,183.7339,1.816491,1,10,DIST_W_03
OUT_07962,25,120.7307,66.5457,230.9407,217.805,179.6366,162.3241,2,203.9926,1.859722,1,10,DIST_W_01
OUT_10800,23,43.7074,35.7061,137.4185,98.5433,60.2719,36.5876,1,63.205,1.484747,1,10,DIST_C_01
OUT_18132,21,53.9613,35.5554,132.9399,101.9688,80.7298,132.9399,1,9.2732,-0.377884,0,10,DIST_S_02
OUT_01253,28,466.3772,160.2516,787.0003,683.6697,554.9994,541.3376,2,532.8413,0.653633,1,10,DIST_W_02
OUT_13505,29,583.6043,173.1046,902.011,823.4855,637.0985,381.3994,2,619.7738,-2.112247,1,10,DIST_NW_02
OUT_08356,22,151.9594,88.3429,350.0025,274.2075,192.0879,149.0991,2,150.4512,0.130499,1,10,DIST_W_02
OUT_00370,35,549.9335,170.3319,928.0514,780.68,630.8612,532.1073,3,613.8473,3.612665,1,10,DIST_W_03
OUT_11881,25,140.1705,79.5291,355.7046,217.5398,197.3706,100.7587,3,196.3856,0.981842,1,10,DIST_C_01
OUT_05955,14,54.2435,34.7581,115.9158,106.9763,76.2091,87.2269,2,54.2435,-0.549282,0,10,DIST_W_01
OUT_10033,23,50.6426,35.3514,126.8666,96.3859,69.9449,60.2834,1,39.7995,0.447686,1,10,DIST_C_02
OUT_02614,14,37.0249,21.7059,75.5062,67.7,51.0971,0.0,0,21.3524,-1.000824,1,10,DIST_W_02
OUT_19935,33,581.3852,169.2293,999.1887,793.3962,663.7807,629.6475,2,560.5425,-1.654468,1,10,DIST_S_02
OUT_08740,19,40.8268,34.7376,109.4962,99.1559,66.325,27.105,2,40.8268,0.944099,0,10,DIST_W_01
OUT_11647,20,36.2358,31.611,135.4088,75.8662,45.5255,14.1575,2,34.4231,-0.056089,1,10,DIST_C_03
OUT_04465,26,129.512,80.954,326.5012,226.0637,185.0213,68.2379,2,137.6548,1.141854,1,10,DIST_W_01
OUT_13876,25,132.7908,93.935,326.1863,266.5105,222.3389,104.6579,2,171.1215,2.317683,1,10,DIST_NW_01
OUT_00189,25,523.2637,205.6553,949.6381,833.3115,607.397,587.6911,2,741.2079,2.00419,1,10,DIST_W_01
OUT_11323,30,163.8243,69.9147,287.1345,247.4876,218.1166,118.0301,3,187.3507,2.505664,0,10,DIST_C_02
OUT_00155,34,558.1844,187.763,952.5167,854.7756,643.5045,588.4374,3,523.1285,2.519853,1,10,DIST_W_01
OUT_11055,27,150.671,73.2348,365.0417,221.7341,186.7059,200.113,2,87.3098,-0.892814,1,10,DIST_C_01
OUT_19830,24,152.2002,86.2953,348.3956,277.1029,199.1695,169.5313,2,185.334,-0.926597,1,10,DIST_S_02
OUT_07378,28,544.1308,136.4048,863.6829,674.1588,632.4654,618.8552,1,740.3525,2.928461,1,10,DIST_W_03
OUT_16138,16,46.2909,27.546,96.7117,81.9594,66.1679,9.7639,1,46.2909,-0.715101,0,10,DIST_NW_02
OUT_03508,33,542.983,196.2073,967.8917,697.201,638.3077,599.0625,3,634.1594,0.401164,1,10,DIST_W_02
OUT_16123,31,607.5898,152.1269,948.9792,797.4245,691.4441,557.2821,3,649.5173,-0.028433,1,10,DIST_NW_02
OUT_17976,19,45.2065,39.2937,136.0528,109.7196,54.8605,0.0,0,39.163,-0.608621,1,10,DIST_S_02
OUT_16331,34,1418.7444,242.7768,2067.1274,1884.9101,1367.8855,1275.4158,3,1553.4474,-0.084659,1,10,DIST_NW_02
OUT_09768,27,603.8678,191.5763,958.8779,918.9112,669.5626,508.3378,2,540.6659,-1.613719,1,10,DIST_C_02
OUT_09506,14,43.6141,30.2985,110.2576,90.2658,51.7759,0.0,0,31.8937,-0.964875,0,10,DIST_C_03
OUT_12719,20,149.3032,79.7127,323.4532,233.6557,206.9795,34.5558,1,119.2197,0.417611,1,10,DIST_C_03
OUT_06303,20,36.6642,28.0752,102.9357,72.4581,54.0205,26.38,3,54.9673,-0.372754,1,10,DIST_W_03
OUT_03387,33,529.1238,163.2067,915.6162,675.9674,598.804,593.9749,3,575.6327,-2.737962,0,10,DIST_W_01
OUT_11138,19,155.1804,87.4699,365.5191,232.3502,213.8989,191.257,1,107.345,1.33774,0,10,DIST_C_03
OUT_12141,35,1424.5393,268.691,2083.7774,1907.8993,1403.9972,1287.4058,3,1642.3444,6.807385,1,10,DIST_C_03
OUT_19595,36,1416.5859,376.4829,2023.0149,1926.898,1820.8798,1878.121,3,1436.7395,-4.012781,1,10,DIST_S_01
OUT_15091,32,575.8554,141.5396,896.0864,702.4398,636.7761,502.392,3,461.1708,-0.333058,1,10,DIST_NW_01
OUT_07999,19,52.2633,44.7924,149.3407,124.0838,80.3238,50.4958,2,113.9841,1.190287,1,10,DIST_W_03
OUT_08142,17,51.9094,42.1389,130.1824,111.5108,87.5973,81.893,1,18.6158,-0.717311,1,10,DIST_W_02
OUT_07235,24,143.2885,86.8471,336.7878,256.4556,204.1898,208.6206,2,143.2885,-1.193237,0,10,DIST_W_02
OUT_10997,35,1455.5189,244.4172,2014.9419,1898.1783,1447.8823,1357.1818,3,1324.151,-0.166477,0,10,DIST_C_01
OUT_09310,35,1442.8127,263.0221,2030.2749,1864.3844,1637.9875,1277.1258,3,1465.2723,0.214251,1,10,DIST_C_01
OUT_16539,26,131.5401,75.9524,324.2674,209.301,189.1275,64.1321,3,159.8925,1.709378,1,10,DIST_NW_01
OUT_11830,13,40.3641,29.3778,93.0704,81.9317,71.1164,40.7697,2,82.4921,0.343964,0,10,DIST_C_03
OUT_01639,32,534.2411,199.6762,995.8106,800.9587,629.2535,541.7459,3,541.0264,0.107279,1,10,DIST_W_02
OUT_02856,17,34.3283,25.4282,85.9398,71.482,49.1847,30.5052,3,22.208,0.482192,0,10,DIST_W_01
OUT_18788,35,1429.7617,360.7184,1947.2228,1895.8695,1854.0742,1895.2696,3,1529.3496,-1.787026,1,10,DIST_S_01
OUT_05396,23,163.4764,87.8094,390.2448,269.9313,216.0803,158.9934,2,252.3622,5.522013,1,10,DIST_W_03
OUT_14435,26,129.6316,68.6225,277.0491,217.7271,194.9162,112.3582,3,108.8622,-1.259122,1,10,DIST_NW_01
OUT_18737,33,1373.8179,361.954,2145.2056,1887.1471,1676.2074,1872.4865,3,1506.9936,-1.77318,1,10,DIST_S_02
OUT_19546,30,145.7502,80.9693,337.4526,252.5714,202.7571,172.3524,2,231.1617,0.899509,1,10,DIST_S_01
OUT_02094,34,497.6471,154.2608,884.6856,635.1088,604.6411,500.532,3,711.9292,0.141063,1,10,DIST_W_03
OUT_04609,34,1339.1019,320.949,2019.4427,1873.8077,1393.3875,1297.4814,3,1555.8718,2.166162,1,10,DIST_W_03
OUT_04449,32,547.0271,186.8396,977.6835,802.1043,631.194,523.5869,3,678.38,1.729953,1,10,DIST_W_02
OUT_14481,24,39.0049,31.6159,108.7991,82.7871,63.8753,36.8879,2,48.0403,-0.09475,0,10,DIST_NW_02
OUT_18452,35,1420.9231,372.4519,2052.752,1949.7319,1803.8977,1920.8334,3,1476.0297,-1.884779,1,10,DIST_S_02
OUT_02017,32,533.1318,182.4502,956.4661,714.8609,613.2696,393.1273,3,718.2141,-0.090965,1,10,DIST_W_01
OUT_16683,25,49.1519,34.2923,118.0057,102.8989,67.2335,31.2402,3,35.3526,-0.201682,0,10,DIST_NW_02
OUT_00881,32,526.448,183.9191,919.9195,755.9387,633.4987,520.1938,3,628.744,0.423517,1,10,DIST_W_01
OUT_05959,17,40.2836,32.3614,103.332,86.9156,73.5001,0.0,0,54.5938,0.685473,1,10,DIST_W_02
OUT_17096,19,36.9979,26.0955,101.0422,86.0213,40.8988,37.0604,1,30.6054,0.859357,1,10,DIST_S_02
OUT_01058,26,121.7189,73.4928,275.353,214.1603,194.2394,212.2985,1,161.6206,-0.199716,1,10,DIST_W_03
OUT_02343,25,137.8566,70.2964,339.8255,202.3371,177.9352,162.6363,3,160.2373,-0.445617,1,10,DIST_W_03
OUT_04971,33,544.9434,179.4231,946.7832,755.0702,608.7005,546.6637,2,656.9507,2.02331,1,10,DIST_W_02
OUT_11214,35,1462.4295,263.0186,2022.454,1902.399,1606.8807,1322.4298,3,1467.5434,-1.098861,1,10,DIST_C_03
OUT_18099,31,572.4474,199.3045,1009.3434,840.2622,715.9494,790.906,3,617.5921,-0.596052,0,10,DIST_S_01
OUT_17278,20,36.5493,34.2926,110.7394,94.939,47.0747,4.3513,1,14.0123,-0.802129,0,10,DIST_S_01
OUT_19315,22,36.478,22.6802,77.1453,72.4418,49.5215,29.4594,2,36.478,-0.015682,0,10,DIST_S_01
OUT_10633,28,552.5225,154.8242,896.0409,709.5174,625.7393,584.6685,2,570.5922,-0.270061,1,10,DIST_C_03
OUT_15156,24,570.9856,191.0055,985.1711,846.741,633.7117,502.1266,2,562.195,-3.092736,1,10,DIST_NW_02
OUT_01220,26,104.9501,91.8486,383.5442,244.2223,136.6265,55.3576,2,134.7153,-0.386981,1,10,DIST_W_02
OUT_07685,33,591.2154,177.136,1032.3033,836.4924,669.2871,589.2749,3,694.5874,0.32477,1,10,DIST_W_01
OUT_03446,30,476.9905,179.7234,803.0158,706.1547,590.0531,330.5723,2,477.4481,1.335041,1,10,DIST_W_02
OUT_08355,32,512.2241,195.2685,952.1406,767.8752,620.3544,521.8354,3,676.3341,-1.1465,1,10,DIST_W_02
OUT_08946,31,537.6463,172.979,936.7736,678.853,634.7345,595.089,3,490.5718,-1.318506,1,10,DIST_W_02
OUT_17549,36,1410.6981,373.003,2004.2839,1900.1421,1772.6901,1829.3531,3,1470.5715,-2.364824,1,10,DIST_S_02
OUT_15838,28,607.0742,155.9393,915.7177,826.2635,659.5268,549.2411,3,469.8143,-2.770677,0,10,DIST_NW_02
