Outlet_ID,status,orig_lat,orig_lon
OUT_05236,valid,6.913611,79.993724
OUT_05237,valid,7.171483,79.919598
OUT_05238,valid,6.948969,79.906276
OUT_05239,valid,7.045254,80.027082
OUT_05240,valid,7.163332,79.923634
OUT_05241,valid,7.171672,79.848556
OUT_05242,valid,6.838264,79.83862
OUT_05243,valid,6.991268,80.075886
OUT_05244,valid,6.866538,79.817238
OUT_05245,valid,6.905343,79.954465
OUT_05246,valid,7.04588,80.01983
OUT_05247,valid,6.835078,79.82826
OUT_05248,valid,6.899685,79.866012
OUT_05249,valid,6.932708,80.06829
OUT_05250,valid,6.972136,79.907269
OUT_05251,valid,6.77562,80.074512
OUT_05252,valid,6.909548,80.09534
OUT_05253,valid,7.090984,80.012685
OUT_05254,valid,7.016521,79.980005
OUT_05255,valid,7.192094,80.084309
OUT_05256,valid,7.051697,80.014668
OUT_05257,valid,6.774384,80.05636
OUT_05258,valid,6.824416,79.871876
OUT_05259,valid,7.063771,79.845036
OUT_05260,valid,6.790238,80.008614
OUT_05261,valid,6.892215,79.822521
OUT_05262,valid,7.122936,79.99153
OUT_05263,valid,7.0384,79.998468
OUT_05264,valid,7.024055,79.817671
OUT_05265,valid,6.749484,80.063442
OUT_05266,valid,6.737531,80.055358
OUT_05267,valid,6.764087,80.07894
OUT_05268,valid,6.901516,79.812578
OUT_05269,valid,6.812186,79.90657
OUT_05270,valid,6.895657,79.911063
OUT_05271,valid,7.030198,79.964714
OUT_05272,valid,7.180341,80.037293
OUT_05273,valid,6.759046,79.94271
OUT_05274,valid,7.076779,79.853835
OUT_05275,swapped_fixed,79.818852,7.079338
OUT_05276,valid,6.869209,79.849441
OUT_05277,valid,6.981256,79.98018
OUT_05278,valid,6.945863,79.805798
OUT_05279,valid,7.160071,80.013799
OUT_05280,valid,7.031853,79.83549
OUT_05281,valid,6.872005,79.920639
OUT_05282,valid,6.920321,80.025075
OUT_05283,valid,7.090325,80.049192
OUT_05284,valid,6.96927,80.095811
OUT_05285,valid,6.898429,79.833298
OUT_05286,valid,6.999821,80.056764
OUT_05287,valid,6.804067,79.877689
OUT_05288,valid,7.165569,79.815569
OUT_05289,valid,7.015849,80.08421
OUT_05290,valid,6.976644,80.084709
OUT_05291,valid,7.051327,79.915676
OUT_05292,valid,7.141591,79.832979
OUT_05293,valid,7.057791,79.849653
OUT_05294,valid,7.189618,79.822195
OUT_05295,valid,6.743265,80.031837
OUT_05296,valid,6.797265,79.822922
OUT_05297,valid,6.911576,80.021945
OUT_05298,valid,6.956561,79.991353
OUT_05299,valid,6.850576,79.81153
OUT_05300,valid,7.016415,80.016786
OUT_05301,valid,7.181752,79.970515
OUT_05302,valid,6.959231,79.919023
OUT_05303,valid,6.86196,79.869831
OUT_05304,valid,6.926131,79.913775
OUT_05305,valid,6.904244,79.829438
OUT_05306,valid,7.003925,80.044506
OUT_05307,valid,7.154006,79.827526
OUT_05308,valid,7.019052,79.85808
OUT_05309,valid,6.797408,80.080168
OUT_05310,valid,6.743867,79.901625
OUT_05311,valid,6.702138,80.092713
OUT_05312,valid,7.07735,79.899103
OUT_05313,valid,6.878559,79.881224
OUT_05314,valid,7.021869,80.07672
OUT_05315,valid,7.045207,79.830732
OUT_05316,valid,7.178771,79.921606
OUT_05317,valid,6.891073,79.822991
OUT_05318,valid,6.890748,79.838318
OUT_05319,valid,7.03422,79.847169
OUT_05320,valid,6.741712,79.959101
OUT_05321,valid,7.050598,79.99227
OUT_05322,valid,7.067906,79.993692
OUT_05323,valid,6.713658,79.996611
OUT_05324,valid,6.823113,79.902164
OUT_05325,valid,6.892287,79.812961
OUT_05326,valid,6.949495,79.828761
OUT_05327,valid,6.859877,80.024048
OUT_05328,valid,7.131412,79.965032
OUT_05329,valid,7.115721,79.839929
OUT_05330,valid,6.730044,80.003372
OUT_05331,valid,6.71084,80.006066
OUT_05332,valid,6.915282,80.053132
OUT_05333,valid,6.907269,79.950294
OUT_05334,valid,7.148706,80.078681
OUT_05335,valid,6.886215,79.970671
OUT_05336,valid,6.834753,79.829957
OUT_05337,valid,7.031156,79.985492
OUT_05338,valid,7.034353,80.026311
OUT_05339,valid,6.910017,80.075572
OUT_05340,valid,7.182176,80.021206
OUT_05341,valid,6.740539,80.01011
OUT_05342,valid,6.965472,79.969594
OUT_05343,valid,7.189314,79.873081
OUT_05344,valid,6.809031,80.049982
OUT_05345,valid,7.095375,79.84986
OUT_05346,valid,7.015152,79.999139
OUT_05347,valid,6.702838,79.907699
OUT_05348,valid,7.180276,80.065558
OUT_05349,valid,6.938209,80.084798
OUT_05350,valid,6.800727,80.066593
OUT_05351,valid,7.070717,80.066064
OUT_05352,valid,7.030854,79.890069
OUT_05353,valid,6.717153,79.812795
OUT_05354,valid,7.199819,79.858608
OUT_05355,valid,6.772574,79.943692
OUT_05356,valid,7.029375,79.906425
OUT_05357,valid,7.196446,79.815583
OUT_05358,valid,6.718629,80.052924
OUT_05359,valid,6.738964,79.807705
OUT_05360,valid,6.798355,79.800202
OUT_05361,valid,7.063751,80.063871
OUT_05362,valid,7.125469,80.042246
OUT_05363,valid,6.881456,80.052275
OUT_05364,valid,7.130802,79.987712
OUT_05365,valid,6.792155,79.94105
OUT_05366,valid,6.839897,79.817126
OUT_05367,valid,7.185719,79.985519
OUT_05368,valid,6.706924,79.940199
OUT_05369,valid,6.983014,79.898027
OUT_05370,valid,7.182045,79.966702
OUT_05371,valid,6.73724,79.951977
OUT_05372,valid,6.983949,79.934897
OUT_05373,valid,6.837178,80.04804
OUT_05374,valid,6.895778,80.087247
OUT_05375,valid,6.779283,79.973901
OUT_05376,valid,6.911473,79.979598
OUT_05377,valid,6.998244,80.036869
OUT_05378,valid,6.879209,79.941834
OUT_05379,valid,7.021261,79.894975
OUT_05380,valid,6.782685,80.034394
OUT_05381,valid,7.137047,80.087262
OUT_05382,valid,7.010362,79.974422
OUT_05383,valid,7.103114,79.807994
OUT_05384,valid,6.90886,79.967251
OUT_05385,valid,6.724817,80.043324
OUT_05386,valid,7.126078,79.919208
OUT_05387,valid,7.015524,80.033727
OUT_05388,valid,7.181442,80.09507
OUT_05389,valid,7.160997,80.074722
OUT_05390,valid,6.771758,79.835334
OUT_05391,valid,7.032493,79.862948
OUT_05392,valid,6.847759,79.837321
OUT_05393,valid,6.819748,79.800074
OUT_05394,valid,6.73829,79.975567
OUT_05395,valid,7.073265,79.8443
OUT_05396,valid,7.001184,79.99501
OUT_05397,valid,7.009497,79.805308
OUT_05398,valid,6.999066,79.960227
OUT_05399,valid,7.175904,79.924439
OUT_05400,valid,6.765463,79.991056
OUT_05401,valid,7.041958,79.871839
OUT_05402,valid,6.896476,80.058866
OUT_05403,valid,6.984864,79.99387
OUT_05404,valid,6.862899,80.044543
OUT_05405,valid,6.795215,79.881485
OUT_05406,valid,6.892691,79.854647
OUT_05407,valid,6.711453,79.969769
OUT_05408,valid,7.076548,79.976749
OUT_05409,valid,6.767251,80.039261
OUT_05410,valid,7.090293,79.93433
OUT_05411,valid,6.981118,79.862963
OUT_05412,valid,7.049264,79.935827
OUT_05413,valid,6.966422,80.047604
OUT_05414,valid,6.870189,79.955124
OUT_05415,valid,6.995782,80.009938
OUT_05416,valid,6.961537,80.011782
OUT_05417,valid,6.956993,80.090963
OUT_05418,valid,6.714408,80.014433
OUT_05419,valid,7.000571,79.870799
OUT_05420,valid,7.177851,79.958725
OUT_05421,valid,7.155499,79.891724
OUT_05422,valid,6.837378,79.845911
OUT_05423,valid,7.015213,79.989841
OUT_05424,valid,6.776187,80.058813
OUT_05425,valid,7.153093,80.089056
OUT_05426,valid,6.746959,80.099853
OUT_05427,valid,6.894726,80.000895
OUT_05428,valid,6.80802,79.890081
OUT_05429,valid,6.968105,80.001287
OUT_05430,valid,6.863845,79.894595
OUT_05431,valid,6.898323,79.822268
OUT_05432,valid,6.908479,79.938795
OUT_05433,valid,6.884634,79.964325
OUT_05434,valid,6.945247,80.016911
OUT_05435,valid,7.162345,80.049041
OUT_05436,valid,6.765973,79.876189
OUT_05437,valid,6.859348,79.823474
OUT_05438,valid,6.769783,79.967448
OUT_05439,valid,6.839587,79.822121
OUT_05440,valid,7.06395,80.069719
OUT_05441,valid,6.814311,80.066244
OUT_05442,valid,6.755519,79.949945
OUT_05443,valid,6.708729,79.895248
OUT_05444,valid,7.154587,80.071242
OUT_05445,swapped_fixed,79.947468,6.899855
OUT_05446,valid,6.841879,79.840487
OUT_05447,valid,6.951584,79.830748
OUT_05448,valid,7.035763,79.940189
OUT_05449,valid,6.927356,79.93661
OUT_05450,valid,6.727614,79.953
OUT_05451,valid,6.734918,79.839979
OUT_05452,valid,6.739423,79.879644
OUT_05453,valid,7.032491,79.891647
OUT_05454,valid,7.048591,79.811661
OUT_05455,valid,6.910054,79.859011
OUT_05456,valid,6.88733,79.825626
OUT_05457,valid,6.729405,80.03414
OUT_05458,valid,6.767378,79.96508
OUT_05459,valid,6.893681,80.084136
OUT_05460,valid,7.087083,79.838789
OUT_05461,valid,6.86082,79.818429
OUT_05462,valid,7.006328,80.075964
OUT_05463,valid,7.08724,79.862536
OUT_05464,valid,6.734516,80.051041
OUT_05465,valid,7.196284,79.936043
OUT_05466,valid,7.126418,79.890435
OUT_05467,valid,6.730652,79.929818
OUT_05468,valid,6.896849,80.081935
OUT_05469,valid,7.119796,79.948451
OUT_05470,valid,7.002439,80.099823
OUT_05471,valid,7.088421,80.001482
OUT_05472,valid,6.89364,79.958633
OUT_05473,valid,6.902853,79.835719
OUT_05474,valid,6.754561,80.064738
OUT_05475,valid,7.121976,79.96659
OUT_05476,valid,7.028986,80.069152
OUT_05477,valid,7.192712,79.94793
OUT_05478,valid,6.998842,80.0633
OUT_05479,valid,7.193162,80.017298
OUT_05480,valid,7.049983,80.056278
OUT_05481,valid,7.176941,79.939752
OUT_05482,valid,7.154925,80.069496
OUT_05483,valid,6.767116,79.807062
OUT_05484,valid,6.942857,79.898538
OUT_05485,valid,7.191959,79.834065
OUT_05486,valid,7.188626,79.821065
OUT_05487,valid,7.006213,79.993848
OUT_05488,valid,6.942619,80.038907
OUT_05489,valid,7.160637,79.985164
OUT_05490,valid,6.73393,79.883394
OUT_05491,valid,6.894586,80.085644
OUT_05492,valid,6.991482,80.05825
OUT_05493,valid,6.766012,80.045856
OUT_05494,valid,7.009555,80.017694
OUT_05495,valid,7.074679,80.028822
OUT_05496,swapped_fixed,79.926565,6.760391
OUT_05497,valid,7.037943,80.055483
OUT_05498,valid,7.177919,79.82128
OUT_05499,valid,7.170691,79.892338
OUT_05500,valid,7.154466,80.024828
OUT_05501,valid,6.983087,79.85287
OUT_05502,valid,6.827558,79.809354
OUT_05503,valid,7.091718,79.808666
OUT_05504,valid,7.182691,79.848036
OUT_05505,valid,6.976138,79.826834
OUT_05506,valid,6.745329,79.889178
OUT_05507,valid,6.874445,79.805289
OUT_05508,valid,7.02238,80.061138
OUT_05509,valid,7.19181,79.894893
OUT_05510,valid,7.180518,80.096421
OUT_05511,valid,7.046059,79.828274
OUT_05512,valid,6.956357,79.908634
OUT_05513,valid,6.851364,80.014606
OUT_05514,valid,7.025969,79.981704
OUT_05515,valid,7.185901,79.999629
OUT_05516,valid,6.796635,80.025667
OUT_05517,valid,7.09671,79.963819
OUT_05518,valid,6.767586,79.957757
OUT_05519,valid,7.023878,79.967137
OUT_05520,valid,7.185994,79.84269
OUT_05521,valid,7.012914,79.987223
OUT_05522,valid,6.888825,79.905793
OUT_05523,valid,6.82061,79.96959
OUT_05524,valid,7.019657,79.887313
OUT_05525,valid,7.155534,79.951062
OUT_05526,valid,6.782977,79.817757
OUT_05527,valid,7.022218,80.015989
OUT_05528,valid,7.10857,79.864743
OUT_05529,valid,6.97622,79.974005
OUT_05530,valid,6.817605,80.031056
OUT_05531,valid,7.064824,79.958135
OUT_05532,valid,7.03551,79.916279
OUT_05533,valid,6.959368,79.986695
OUT_05534,valid,6.717912,79.866916
OUT_05535,valid,7.142372,79.950591
OUT_05536,valid,7.142445,80.03665
OUT_05537,valid,7.046093,80.045693
OUT_05538,valid,7.050337,79.999205
OUT_05539,valid,7.103581,80.039935
OUT_05540,valid,6.902758,79.867444
OUT_05541,valid,6.941173,79.894435
OUT_05542,valid,7.057624,80.051316
OUT_05543,valid,7.108005,79.892865
OUT_05544,valid,6.946987,79.993954
OUT_05545,valid,7.059028,79.843563
OUT_05546,valid,6.745544,79.974776
OUT_05547,valid,6.723724,79.872307
OUT_05548,valid,6.887431,80.027069
OUT_05549,valid,6.893672,79.815661
OUT_05550,valid,6.735948,79.932045
OUT_05551,valid,7.116164,79.898569
OUT_05552,valid,6.843663,80.011433
OUT_05553,valid,6.799154,79.825321
OUT_05554,valid,7.112908,80.01476
OUT_05555,valid,6.783742,79.924322
OUT_05556,valid,6.774752,79.952758
OUT_05557,swapped_fixed,79.887331,7.053084
OUT_05558,valid,7.074043,79.888455
OUT_05559,swapped_fixed,79.99871,6.713487
OUT_05560,valid,7.070573,79.875014
OUT_05561,valid,7.112378,79.844329
OUT_05562,valid,6.772043,79.904696
OUT_05563,valid,6.892733,80.005332
OUT_05564,valid,7.107119,79.922202
OUT_05565,valid,6.840146,79.811735
OUT_05566,valid,6.834183,80.046284
OUT_05567,valid,6.863223,79.963967
OUT_05568,valid,7.079055,79.931202
OUT_05569,valid,6.803635,79.843578
OUT_05570,valid,6.799722,79.925966
OUT_05571,valid,6.705569,79.899286
OUT_05572,valid,6.905742,79.903652
OUT_05573,valid,6.94807,80.016844
OUT_05574,valid,6.957268,80.097598
OUT_05575,valid,6.892247,79.848377
OUT_05576,valid,6.978555,80.004602
OUT_05577,valid,7.000233,80.019484
OUT_05578,valid,7.08122,79.817804
OUT_05579,valid,6.749123,80.007193
OUT_05580,valid,7.116607,80.010199
OUT_05581,valid,6.818305,79.918395
OUT_05582,valid,6.709831,79.941873
OUT_05583,valid,6.908229,80.019128
OUT_05584,valid,6.865355,79.84981
OUT_05585,valid,7.138011,79.826861
OUT_05586,valid,6.737276,79.852951
OUT_05587,valid,7.014112,79.838068
OUT_05588,valid,6.870695,80.004705
OUT_05589,valid,6.851213,79.826378
OUT_05590,valid,6.775386,80.012964
OUT_05591,valid,7.090892,79.981775
OUT_05592,valid,7.097267,80.008427
OUT_05593,valid,6.800651,80.087426
OUT_05594,valid,6.713016,79.898153
OUT_05595,valid,6.959433,79.910377
OUT_05596,valid,7.199848,79.954219
OUT_05597,valid,7.173333,80.007679
OUT_05598,valid,6.790071,79.858795
OUT_05599,swapped_fixed,79.817859,7.075591
OUT_05600,valid,7.109238,80.098014
OUT_05601,valid,6.732745,80.021412
OUT_05602,valid,7.115888,79.830678
OUT_05603,valid,6.757009,79.970872
OUT_05604,valid,6.984646,80.000755
OUT_05605,valid,7.096831,80.028931
OUT_05606,valid,6.90835,79.913557
OUT_05607,valid,6.793617,79.95638
OUT_05608,valid,7.103053,79.817909
OUT_05609,valid,6.787664,79.980337
OUT_05610,valid,7.030507,80.076683
OUT_05611,valid,6.761757,79.836054
OUT_05612,valid,6.990205,79.881457
OUT_05613,valid,7.059973,80.067152
OUT_05614,valid,6.983434,79.945936
OUT_05615,valid,6.964368,80.036214
OUT_05616,valid,7.146045,79.899563
OUT_05617,valid,7.013816,79.914203
OUT_05618,valid,6.902131,79.985327
OUT_05619,valid,7.107293,79.893397
OUT_05620,valid,7.12877,79.864796
OUT_05621,swapped_fixed,79.866506,7.107367
OUT_05622,valid,6.774084,79.856182
OUT_05623,valid,6.890507,79.865245
OUT_05624,valid,7.140877,79.886496
OUT_05625,valid,6.868583,79.933332
OUT_05626,valid,6.840575,80.040265
OUT_05627,valid,6.781053,79.985016
OUT_05628,valid,7.135163,80.066647
OUT_05629,valid,7.142549,79.830272
OUT_05630,valid,6.705119,79.885602
OUT_05631,valid,6.819776,79.942421
OUT_05632,valid,6.865537,79.980906
OUT_05633,valid,6.779859,79.877041
OUT_05634,valid,6.721448,79.829596
OUT_05635,valid,6.82963,80.052528
OUT_05636,valid,6.962424,79.82084
OUT_05637,valid,6.814513,79.99077
OUT_05638,valid,7.157997,79.833858
OUT_05639,valid,6.90643,79.826724
OUT_05640,valid,6.777966,79.963201
OUT_05641,valid,6.886288,79.842168
OUT_05642,valid,6.703952,79.970742
OUT_05643,valid,6.888716,80.015332
OUT_05644,valid,6.982495,79.919144
OUT_05645,valid,7.120147,79.825071
OUT_05646,valid,6.999789,79.929058
OUT_05647,valid,6.880725,79.85371
OUT_05648,valid,7.147861,80.092191
OUT_05649,valid,6.889485,79.9838
OUT_05650,valid,6.752941,80.092962
OUT_05651,valid,7.181486,79.892382
OUT_05652,valid,7.024452,80.027855
OUT_05653,valid,6.768897,79.949828
OUT_05654,valid,7.116941,79.84435
OUT_05655,valid,6.816852,79.804377
OUT_05656,valid,6.856371,79.872206
OUT_05657,valid,6.734403,80.097597
OUT_05658,valid,6.802176,79.922414
OUT_05659,valid,6.754333,79.989335
OUT_05660,valid,7.146259,79.903111
OUT_05661,valid,6.988736,80.055663
OUT_05662,valid,7.094775,79.877846
OUT_05663,valid,6.777416,80.095705
OUT_05664,valid,7.191057,80.066748
OUT_05665,valid,7.008752,79.992931
OUT_05666,valid,7.159557,79.94148
OUT_05667,valid,6.779441,79.885713
OUT_05668,valid,7.110338,79.939844
OUT_05669,valid,6.885089,79.955486
OUT_05670,valid,6.80892,80.078031
OUT_05671,valid,6.777187,79.850334
OUT_05672,valid,6.807395,79.880504
OUT_05673,valid,6.78325,79.898019
OUT_05674,valid,7.07845,79.904866
OUT_05675,valid,7.122273,79.885881
OUT_05676,valid,7.01992,79.828328
OUT_05677,valid,6.875433,79.83242
OUT_05678,valid,6.981437,79.911666
OUT_05679,valid,7.111431,79.896766
OUT_05680,valid,7.014066,80.084437
OUT_05681,valid,7.020143,80.001212
OUT_05682,swapped_fixed,79.830061,7.072917
OUT_05683,valid,7.092017,79.805407
OUT_05684,valid,7.074884,79.928454
OUT_05685,valid,7.13163,80.076633
OUT_05686,valid,7.020858,79.96181
OUT_05687,valid,6.909259,80.00068
OUT_05688,valid,6.763559,79.976449
OUT_05689,valid,6.878977,79.833626
OUT_05690,valid,7.159882,79.992536
OUT_05691,valid,6.794704,79.888138
OUT_05692,valid,6.96636,79.86106
OUT_05693,valid,7.184379,79.953139
OUT_05694,valid,7.018919,80.086298
OUT_05695,valid,6.953922,79.943295
OUT_05696,valid,6.837282,79.866714
OUT_05697,valid,6.782372,80.033311
OUT_05698,valid,7.195599,79.906782
OUT_05699,valid,6.806465,80.006814
OUT_05700,valid,6.82249,79.801397
OUT_05701,swapped_fixed,79.966805,6.743494
OUT_05702,valid,6.919152,79.968999
OUT_05703,valid,7.033777,80.018003
OUT_05704,valid,6.838846,80.021901
OUT_05705,valid,6.836297,79.936811
OUT_05706,valid,6.990046,80.047791
OUT_05707,valid,7.022278,80.025485
OUT_05708,valid,7.0582,79.849402
OUT_05709,valid,6.876422,80.055137
OUT_05710,valid,6.778136,79.898633
OUT_05711,valid,7.020768,80.084709
OUT_05712,valid,6.986627,79.893656
OUT_05713,valid,6.826565,80.010443
OUT_05714,valid,6.908969,79.921713
OUT_05715,valid,6.703085,79.870967
OUT_05716,valid,7.06504,80.009518
OUT_05717,valid,7.023944,79.982578
OUT_05718,valid,6.71593,79.882033
OUT_05719,valid,6.858207,80.040494
OUT_05720,valid,6.975729,79.818732
OUT_05721,valid,6.994886,79.846031
OUT_05722,valid,6.756684,80.075333
OUT_05723,valid,6.784786,79.827202
OUT_05724,valid,7.175314,79.911303
OUT_05725,valid,6.9014,79.931262
OUT_05726,valid,7.055079,79.861677
OUT_05727,valid,7.044184,79.850027
OUT_05728,valid,7.189359,80.027557
OUT_05729,valid,7.047651,79.949339
OUT_05730,valid,7.042318,79.925608
OUT_05731,valid,6.726161,80.084394
OUT_05732,valid,6.78856,79.84447
OUT_05733,valid,6.727201,80.013583
OUT_05734,valid,7.026099,79.963973
OUT_05735,valid,6.811489,79.940147
OUT_05736,valid,6.942236,79.852959
OUT_05737,valid,7.005805,79.911819
OUT_05738,valid,7.199987,79.978586
OUT_05739,valid,7.022152,79.892221
OUT_05740,valid,6.771469,79.997457
OUT_05741,valid,7.171805,80.0359
OUT_05742,valid,6.804723,79.827999
OUT_05743,valid,7.081048,79.972161
OUT_05744,valid,6.838061,80.069208
OUT_05745,valid,6.908653,80.039084
OUT_05746,valid,6.911744,80.04061
OUT_05747,valid,7.149549,79.867297
OUT_05748,valid,7.163676,79.996298
OUT_05749,valid,7.114243,79.82423
OUT_05750,valid,6.794741,79.82309
OUT_05751,valid,6.729328,79.912699
OUT_05752,valid,7.004988,80.008692
OUT_05753,valid,7.112948,79.836624
OUT_05754,valid,6.883709,79.927678
OUT_05755,valid,7.184329,79.860509
OUT_05756,valid,6.711214,79.905759
OUT_05757,valid,7.032729,80.041966
OUT_05758,valid,6.787974,79.89765
OUT_05759,valid,6.921643,79.849741
OUT_05760,valid,6.730026,79.96647
OUT_05761,valid,7.114587,79.879902
OUT_05762,valid,7.169908,80.072402
OUT_05763,valid,7.077885,80.044838
OUT_05764,valid,6.739146,79.967393
OUT_05765,valid,6.7218,79.828149
OUT_05766,valid,7.10346,79.942136
OUT_05767,valid,6.830954,79.803182
OUT_05768,valid,7.057341,79.824125
OUT_05769,valid,6.796043,79.968894
OUT_05770,valid,6.781175,79.921413
OUT_05771,valid,6.728487,79.91366
OUT_05772,valid,6.957648,80.029172
OUT_05773,valid,6.947043,79.944773
OUT_05774,valid,7.156026,80.070108
OUT_05775,valid,6.978467,79.81391
OUT_05776,valid,6.923478,79.986296
OUT_05777,valid,6.813662,80.061528
OUT_05778,valid,6.904656,79.866561
OUT_05779,valid,6.996991,80.075882
OUT_05780,swapped_fixed,79.993513,7.035217
OUT_05781,valid,6.933868,79.927524
OUT_05782,valid,6.830725,79.969549
OUT_05783,valid,7.186825,79.823966
OUT_05784,valid,7.150149,80.072104
OUT_05785,valid,6.871993,80.015655
OUT_05786,valid,6.988805,79.908294
OUT_05787,valid,6.750806,79.866192
OUT_05788,valid,7.026071,79.813448
OUT_05789,valid,6.71769,79.884585
OUT_05790,valid,7.054747,79.820493
OUT_05791,valid,7.174667,79.960673
OUT_05792,valid,6.730128,80.067986
OUT_05793,valid,7.188488,79.817173
OUT_05794,valid,6.897851,80.083427
OUT_05795,valid,7.008363,79.979544
OUT_05796,valid,6.784035,80.066059
OUT_05797,valid,6.920772,80.042044
OUT_05798,valid,6.734609,80.015357
OUT_05799,valid,6.860669,79.9643
OUT_05800,valid,7.023165,79.861274
OUT_05801,valid,7.192977,80.023481
OUT_05802,valid,7.182656,80.049919
OUT_05803,valid,7.094955,79.899347
OUT_05804,valid,6.930792,79.88155
OUT_05805,valid,6.831531,80.051538
OUT_05806,valid,7.085727,79.949772
OUT_05807,valid,6.776311,79.92588
OUT_05808,valid,6.979363,79.945411
OUT_05809,valid,6.754356,79.886891
OUT_05810,valid,6.98576,79.967777
OUT_05811,valid,6.999956,80.009324
OUT_05812,valid,6.885868,80.037023
OUT_05813,valid,6.741748,80.032906
OUT_05814,valid,6.980567,79.985849
OUT_05815,valid,7.13331,79.878574
OUT_05816,valid,6.714343,79.823439
OUT_05817,valid,7.153052,79.940281
OUT_05818,valid,6.92219,80.0602
OUT_05819,valid,6.709649,79.870419
OUT_05820,valid,6.976037,79.982318
OUT_05821,valid,7.187426,79.83614
OUT_05822,valid,7.18585,79.804162
OUT_05823,valid,6.871679,79.968369
OUT_05824,valid,6.924588,79.990506
OUT_05825,valid,6.804133,79.842363
OUT_05826,valid,6.727001,79.948577
OUT_05827,valid,6.913745,80.018013
OUT_05828,valid,6.969749,79.982499
OUT_05829,valid,6.907841,79.959585
OUT_05830,valid,7.1872,79.832339
OUT_05831,valid,7.128779,80.042126
OUT_05832,valid,6.884772,79.972508
OUT_05833,valid,6.823357,79.934492
OUT_05834,valid,6.935039,79.89742
OUT_05835,valid,7.066889,79.940754
OUT_05836,valid,6.948444,79.800652
OUT_05837,valid,6.936215,80.073343
OUT_05838,valid,6.971362,80.055373
OUT_05839,valid,6.904906,80.062982
OUT_05840,valid,6.923661,79.895386
OUT_05841,valid,6.85676,79.958673
OUT_05842,valid,7.044655,79.96419
OUT_05843,valid,6.724755,79.919586
OUT_05844,valid,7.036933,79.907213
OUT_05845,valid,6.861935,79.898078
OUT_05846,valid,6.8168,80.08357
OUT_05847,valid,7.144613,79.979039
OUT_05848,valid,6.976308,79.940397
OUT_05849,valid,7.113107,79.862503
OUT_05850,valid,7.030235,80.051707
OUT_05851,valid,7.16346,79.956709
OUT_05852,valid,6.909346,79.958155
OUT_05853,valid,7.163977,79.826321
OUT_05854,valid,6.772829,79.941555
OUT_05855,valid,7.080443,80.006117
OUT_05856,valid,6.932165,79.966501
OUT_05857,valid,6.765041,79.822728
OUT_05858,valid,7.148549,79.960294
OUT_05859,valid,6.958811,80.038713
OUT_05860,valid,6.813894,80.049239
OUT_05861,valid,7.053295,80.005065
OUT_05862,valid,6.762942,79.962312
OUT_05863,valid,6.729841,79.929768
OUT_05864,valid,6.908415,79.813971
OUT_05865,valid,6.849986,79.81685
OUT_05866,valid,7.03321,80.037294
OUT_05867,valid,7.095563,79.807887
OUT_05868,valid,6.986962,79.847625
OUT_05869,valid,6.798549,79.950248
OUT_05870,valid,7.144807,79.984914
OUT_05871,valid,7.043708,79.92657
OUT_05872,valid,6.940335,80.03865
OUT_05873,valid,7.050696,80.06062
OUT_05874,valid,6.721915,79.808885
OUT_05875,valid,7.121481,79.823347
OUT_05876,valid,6.762372,80.029394
OUT_05877,valid,7.042387,79.901489
OUT_05878,valid,6.743698,79.93283
OUT_05879,valid,7.026722,79.967147
OUT_05880,valid,7.196224,79.808892
OUT_05881,valid,7.00718,79.836728
OUT_05882,valid,6.844788,79.963409
OUT_05883,valid,7.141151,79.999228
OUT_05884,valid,6.982313,79.909695
OUT_05885,valid,6.715801,79.906249
OUT_05886,valid,7.079604,79.834012
OUT_05887,valid,6.824546,79.971869
OUT_05888,valid,6.878848,79.916446
OUT_05889,valid,6.872725,79.932824
OUT_05890,valid,6.86732,80.072043
OUT_05891,valid,6.758227,79.82635
OUT_05892,valid,6.835279,80.046586
OUT_05893,valid,6.792787,80.000329
OUT_05894,valid,7.171939,79.943449
OUT_05895,valid,6.783338,80.052619
OUT_05896,valid,6.730127,79.979155
OUT_05897,valid,7.149894,80.010491
OUT_05898,valid,7.122816,80.067956
OUT_05899,valid,6.94769,79.900614
OUT_05900,valid,7.055269,80.003415
OUT_05901,valid,6.86011,80.035301
OUT_05902,valid,6.960799,80.073044
OUT_05903,valid,6.96584,79.954529
OUT_05904,valid,6.926451,79.80088
OUT_05905,valid,6.83042,79.918513
OUT_05906,valid,7.153961,79.870385
OUT_05907,valid,7.044439,79.842705
OUT_05908,valid,7.091181,79.850495
OUT_05909,valid,7.165648,79.996386
OUT_05910,valid,6.891577,79.932051
OUT_05911,valid,7.162182,80.08154
OUT_05912,valid,6.995323,79.883371
OUT_05913,valid,7.14225,80.003993
OUT_05914,valid,6.934128,79.850695
OUT_05915,valid,6.760886,80.048863
OUT_05916,valid,6.858538,79.994591
OUT_05917,valid,7.112075,79.996898
OUT_05918,valid,6.807304,79.964138
OUT_05919,valid,7.174375,79.87405
OUT_05920,valid,6.833403,79.942628
OUT_05921,valid,6.869629,79.954689
OUT_05922,valid,7.05421,79.939659
OUT_05923,valid,6.71153,79.884856
OUT_05924,valid,7.129225,79.852941
OUT_05925,valid,6.843102,80.055674
OUT_05926,valid,6.739178,79.893078
OUT_05927,valid,7.169123,80.044011
OUT_05928,valid,7.021711,79.929768
OUT_05929,valid,7.051364,79.948365
OUT_05930,valid,7.106245,79.948137
OUT_05931,valid,6.953813,80.034984
